service_date,route_or_line,gated_entries
2023-11-13,Orange Line,82710.24
2023-11-13,Red Line,83698.98
2023-11-13,Silver Line,5597.0
2023-11-14,Blue Line,38896.1
2023-11-14,Green Line,51550.309923
2023-11-14,Mattapan Line,3007.871959
2023-11-14,Orange Line,89873.53
2023-11-14,Red Line,92790.66
2023-11-14,Silver Line,6532.9
2023-11-15,Blue Line,39864.6
2023-11-15,Green Line,53789.043247
2023-11-15,Mattapan Line,3096.57596
2023-11-15,Orange Line,91213.35
2023-11-15,Red Line,94839.24
2023-11-15,Silver Line,6880.6
2023-11-16,Blue Line,40584.8
2023-11-16,Green Line,54232.359922999996
2023-11-16,Mattapan Line,3027.455962
2023-11-16,Orange Line,89419.3
2023-11-16,Red Line,95143.34
2023-11-16,Silver Line,6869.2
2023-11-17,Blue Line,38599.3
2023-11-17,Green Line,53724.173243
2023-11-17,Mattapan Line,2947.967963
2023-11-17,Orange Line,81461.68
2023-11-17,Red Line,85660.88
2023-11-17,Silver Line,6091.3
2023-11-18,Blue Line,26908.9
2023-11-18,Green Line,42184.179921
2023-11-18,Mattapan Line,1377.79196
2023-11-18,Orange Line,53087.67
2023-11-18,Red Line,38382.75
2023-11-18,Silver Line,2753.0
2023-11-19,Blue Line,21989.5
2023-11-19,Green Line,31548.373261
2023-11-19,Mattapan Line,915.83996
2023-11-19,Orange Line,39429.46
2023-11-19,Red Line,29042.0
2023-11-19,Silver Line,2276.5
2023-11-20,Blue Line,35163.2
2023-11-20,Green Line,45249.999922
2023-11-20,Mattapan Line,2903.039959
2023-11-20,Orange Line,76187.39
2023-11-20,Red Line,82129.81
2023-11-20,Silver Line,5575.6
2023-11-21,Blue Line,36083.3
2023-11-21,Green Line,48534.829919
2023-11-21,Mattapan Line,2987.135959
2023-11-21,Orange Line,81423.53
2023-11-21,Red Line,85243.84
2023-11-21,Silver Line,5743.0
2023-11-22,Blue Line,30451.0
2023-11-22,Green Line,36883.129918
2023-11-22,Mattapan Line,2317.82396
2023-11-22,Orange Line,64359.88
2023-11-22,Red Line,63068.19
2023-11-22,Silver Line,4437.8
2023-11-23,Blue Line,12869.8
2023-11-23,Green Line,13892.583278
2023-11-23,Mattapan Line,687.74396
2023-11-23,Orange Line,19776.55
2023-11-23,Red Line,21886.9
2023-11-23,Silver Line,1499.5
2023-11-24,Blue Line,27689.8
2023-11-24,Green Line,39923.069926000004
2023-11-24,Mattapan Line,1839.7439610000001
2023-11-24,Orange Line,56654.75
2023-11-24,Red Line,50277.18
2023-11-24,Silver Line,4119.7
2023-11-25,Blue Line,24807.6
2023-11-25,Green Line,34536.819925
2023-11-25,Mattapan Line,1392.767958
2023-11-25,Orange Line,43583.18
2023-11-25,Red Line,41803.7
2023-11-25,Silver Line,4027.7
2023-11-26,Blue Line,21528.4
2023-11-26,Green Line,28178.283267
2023-11-26,Mattapan Line,980.351959
2023-11-26,Orange Line,37322.69
2023-11-26,Red Line,34715.06
2023-11-26,Silver Line,3221.4
2023-11-27,Blue Line,35844.8
2023-11-27,Green Line,14998.886598
2023-11-27,Mattapan Line,2639.231963
2023-11-27,Orange Line,76762.39
2023-11-27,Red Line,80401.09
2023-11-27,Silver Line,5384.0
2023-11-28,Blue Line,37224.2
2023-11-28,Green Line,17519.04326
2023-11-28,Mattapan Line,3033.215963
2023-11-28,Orange Line,90315.21
2023-11-28,Red Line,92289.58
2023-11-28,Silver Line,6437.3
2023-11-29,Blue Line,36327.9
2023-11-29,Green Line,14929.633255
2023-11-29,Mattapan Line,3005.567959
2023-11-29,Orange Line,86850.02
2023-11-29,Red Line,91700.48
2023-11-29,Silver Line,6457.8
2023-11-30,Blue Line,37738.2
2023-11-30,Green Line,18008.166588
2023-11-30,Mattapan Line,3041.27996
2023-11-30,Orange Line,90964.94
2023-11-30,Red Line,96342.96
2023-11-30,Silver Line,6595.4
2023-12-01,Blue Line,34625.2
2023-12-01,Green Line,14849.543263
2023-12-01,Mattapan Line,2807.42396
2023-12-01,Orange Line,81436.0
2023-12-01,Red Line,83197.39
2023-12-01,Silver Line,5079.7
2023-12-02,Blue Line,27226.1
2023-12-02,Green Line,12395.316606
2023-12-02,Mattapan Line,1494.143964
2023-12-02,Orange Line,57983.13
2023-12-02,Red Line,56618.82
2023-12-02,Silver Line,2327.3
2023-12-03,Blue Line,17664.2
2023-12-03,Green Line,7165.619945
2023-12-03,Mattapan Line,907.7759599999999
2023-12-03,Orange Line,36754.31
2023-12-03,Red Line,34552.67
2023-12-03,Silver Line,1661.2
2023-12-04,Blue Line,35458.8
2023-12-04,Green Line,12527.273264
2023-12-04,Mattapan Line,2907.647961
2023-12-04,Orange Line,79315.47
2023-12-04,Red Line,83070.29
2023-12-04,Silver Line,5599.5
2023-12-05,Blue Line,37480.2
2023-12-05,Green Line,13550.776606
2023-12-05,Mattapan Line,3154.175959
2023-12-05,Orange Line,88069.76
2023-12-05,Red Line,94524.53
2023-12-05,Silver Line,6971.4
2023-12-06,Blue Line,37743.9
2023-12-06,Green Line,41762.669926
2023-12-06,Mattapan Line,3108.095961
2023-12-06,Orange Line,89495.26
2023-12-06,Red Line,94372.47
2023-12-06,Silver Line,7161.7
2023-12-07,Blue Line,38021.5
2023-12-07,Green Line,43831.646596
2023-12-07,Mattapan Line,3082.75196
2023-12-07,Orange Line,89833.44
2023-12-07,Red Line,94276.68
2023-12-07,Silver Line,6819.9
2023-12-08,Blue Line,37259.6
2023-12-08,Green Line,47741.233255
2023-12-08,Mattapan Line,2972.159961
2023-12-08,Orange Line,81145.86
2023-12-08,Red Line,85821.04
2023-12-08,Silver Line,5827.6
2023-12-09,Blue Line,28380.4
2023-12-09,Green Line,43887.156599
2023-12-09,Mattapan Line,1586.30396
2023-12-09,Orange Line,55835.77
2023-12-09,Red Line,56328.24
2023-12-09,Silver Line,4197.6
2023-12-10,Blue Line,19570.5
2023-12-10,Green Line,27698.573268
2023-12-10,Mattapan Line,1007.999962
2023-12-10,Orange Line,36013.77
2023-12-10,Red Line,36588.29
2023-12-10,Silver Line,2867.7
2023-12-11,Blue Line,32814.0
2023-12-11,Green Line,38912.233267
2023-12-11,Mattapan Line,2670.335963
2023-12-11,Orange Line,74905.2
2023-12-11,Red Line,78734.0
2023-12-11,Silver Line,5497.9
2023-12-12,Blue Line,38059.5
2023-12-12,Green Line,47775.456591
2023-12-12,Mattapan Line,3089.663962
2023-12-12,Orange Line,89775.72
2023-12-12,Red Line,93205.09
2023-12-12,Silver Line,6866.4
2023-12-13,Blue Line,36372.0
2023-12-13,Green Line,46184.643259
2023-12-13,Mattapan Line,3162.239962
2023-12-13,Orange Line,86708.49
2023-12-13,Red Line,94013.2
2023-12-13,Silver Line,6940.5
2023-12-14,Blue Line,38136.3
2023-12-14,Green Line,50301.529924
2023-12-14,Mattapan Line,2919.167957
2023-12-14,Orange Line,87742.69
2023-12-14,Red Line,94332.18
2023-12-14,Silver Line,7788.8
2023-12-15,Blue Line,36616.5
2023-12-15,Green Line,45832.799929
2023-12-15,Mattapan Line,2865.023959
2023-12-15,Orange Line,78957.31
2023-12-15,Red Line,83201.79
2023-12-15,Silver Line,5562.6
2023-12-16,Blue Line,28619.9
2023-12-16,Green Line,43078.28327
2023-12-16,Mattapan Line,1562.111955
2023-12-16,Orange Line,56826.28
2023-12-16,Red Line,59066.87
2023-12-16,Silver Line,4620.5
2023-12-17,Blue Line,20453.0
2023-12-17,Green Line,29212.346605
2023-12-17,Mattapan Line,993.023962
2023-12-17,Orange Line,39703.0
2023-12-17,Red Line,40174.82
2023-12-17,Silver Line,3013.5
2023-12-18,Blue Line,27341.8
2023-12-18,Green Line,29249.543266
2023-12-18,Mattapan Line,2261.375964
2023-12-18,Orange Line,59523.81
2023-12-18,Red Line,61689.08
2023-12-18,Silver Line,4832.1
2023-12-19,Blue Line,35476.9
2023-12-19,Green Line,40718.726581
2023-12-19,Mattapan Line,3035.51996
2023-12-19,Orange Line,81881.4
2023-12-19,Red Line,85854.54
2023-12-19,Silver Line,6230.6
2023-12-20,Blue Line,35190.8
2023-12-20,Green Line,39760.846579
2023-12-20,Mattapan Line,2891.519959
2023-12-20,Orange Line,78268.05
2023-12-20,Red Line,79583.97
2023-12-20,Silver Line,5959.5
2023-12-21,Blue Line,33562.1
2023-12-21,Green Line,35731.663253
2023-12-21,Mattapan Line,2927.231961
2023-12-21,Orange Line,70668.72
2023-12-21,Red Line,73645.95
2023-12-21,Silver Line,5681.4
2023-12-22,Blue Line,30978.7
2023-12-22,Green Line,31418.059918
2023-12-22,Mattapan Line,2355.839959
2023-12-22,Orange Line,59087.69
2023-12-22,Red Line,59725.45
2023-12-22,Silver Line,4521.1
2023-12-23,Blue Line,23825.7
2023-12-23,Green Line,25948.006601
2023-12-23,Mattapan Line,1285.631961
2023-12-23,Orange Line,44153.56
2023-12-23,Red Line,40237.1
2023-12-23,Silver Line,3127.3
2023-12-24,Blue Line,16071.5
2023-12-24,Green Line,15079.9966
2023-12-24,Mattapan Line,859.391961
2023-12-24,Orange Line,26426.28
2023-12-24,Red Line,25513.59
2023-12-24,Silver Line,2107.8
2023-12-25,Blue Line,10074.6
2023-12-25,Green Line,8532.813285
2023-12-25,Mattapan Line,385.919959
2023-12-25,Orange Line,15652.24
2023-12-25,Red Line,15721.18
2023-12-25,Silver Line,1225.5
2023-12-26,Blue Line,26646.0
2023-12-26,Green Line,25835.496587
2023-12-26,Mattapan Line,2043.64796
2023-12-26,Orange Line,50099.01
2023-12-26,Red Line,47196.26
2023-12-26,Silver Line,3572.4
2023-12-27,Blue Line,29409.4
2023-12-27,Green Line,30923.606592
2023-12-27,Mattapan Line,2223.359959
2023-12-27,Orange Line,56367.09
2023-12-27,Red Line,55446.27
2023-12-27,Silver Line,3458.3
2023-12-28,Blue Line,27130.2
2023-12-28,Green Line,32821.116594
2023-12-28,Mattapan Line,2092.031958
2023-12-28,Orange Line,52933.98
2023-12-28,Red Line,50435.97
2023-12-28,Silver Line,3316.4
2023-12-29,Blue Line,30266.6
2023-12-29,Green Line,33916.009923
2023-12-29,Mattapan Line,2187.64796
2023-12-29,Orange Line,58894.49
2023-12-29,Red Line,56153.2
2023-12-29,Silver Line,4301.2
2023-12-30,Blue Line,24065.2
2023-12-30,Green Line,30311.259931
2023-12-30,Mattapan Line,1445.7599599999999
2023-12-30,Orange Line,43996.29
2023-12-30,Red Line,40975.55
2023-12-30,Silver Line,3276.2
2023-12-31,Blue Line,19860.5
2023-12-31,Green Line,28196.649929
2023-12-31,Mattapan Line,1004.543976
2023-12-31,Orange Line,35287.96
2023-12-31,Red Line,37750.29
2023-12-31,Silver Line,2543.1
2024-01-01,Blue Line,15609.7
2024-01-01,Green Line,15528.81
2024-01-01,Orange Line,25611.83
2024-01-01,Red Line,25470.16
2024-01-01,Silver Line,1965.5
2024-01-02,Blue Line,30225.2
2024-01-02,Green Line,29778.02
2024-01-02,Orange Line,63208.65
2024-01-02,Red Line,69286.43
2024-01-02,Silver Line,4936.7
2024-01-03,Blue Line,33059.6
2024-01-03,Green Line,9617.96
2024-01-03,Orange Line,71538.72
2024-01-03,Red Line,77322.72
2024-01-03,Silver Line,5260.0
2024-01-04,Blue Line,33061.2
2024-01-04,Green Line,9412.52
2024-01-04,Orange Line,74952.17
2024-01-04,Red Line,76895.21
2024-01-04,Silver Line,5236.9
2024-01-05,Blue Line,31061.2
2024-01-05,Green Line,9079.72
2024-01-05,Orange Line,67752.96
2024-01-05,Red Line,68440.72
2024-01-05,Silver Line,4597.4
2024-01-06,Blue Line,22399.9
2024-01-06,Green Line,5923.14
2024-01-06,Orange Line,44285.41
2024-01-06,Red Line,41673.45
2024-01-06,Silver Line,2563.1
2024-01-07,Blue Line,12890.7
2024-01-07,Green Line,2488.59
2024-01-07,Orange Line,22153.89
2024-01-07,Red Line,21292.42
2024-01-07,Silver Line,1777.4
2024-01-08,Blue Line,29071.0
2024-01-08,Green Line,7411.07
2024-01-08,Orange Line,70059.81
2024-01-08,Red Line,70514.72
2024-01-08,Silver Line,4860.4
2024-01-09,Blue Line,30894.6
2024-01-09,Green Line,8649.39
2024-01-09,Orange Line,80317.46
2024-01-09,Red Line,80588.65
2024-01-09,Silver Line,5989.9
2024-01-10,Blue Line,32368.4
2024-01-10,Green Line,8838.2
2024-01-10,Orange Line,79044.28
2024-01-10,Red Line,80749.22
2024-01-10,Silver Line,5820.9
2024-01-11,Blue Line,33513.8
2024-01-11,Green Line,8421.99
2024-01-11,Orange Line,79189.38
2024-01-11,Red Line,84691.93
2024-01-11,Silver Line,6214.9
2024-01-12,Blue Line,32810.1
2024-01-12,Green Line,10656.73
2024-01-12,Orange Line,75265.39
2024-01-12,Red Line,75193.88
2024-01-12,Silver Line,4927.9
2024-01-13,Blue Line,21460.9
2024-01-13,Green Line,22133.1
2024-01-13,Orange Line,47232.8
2024-01-13,Red Line,44695.6
2024-01-13,Silver Line,2810.6
2024-01-14,Blue Line,17375.0
2024-01-14,Green Line,21231.49
2024-01-14,Orange Line,35970.09
2024-01-14,Red Line,36647.52
2024-01-14,Silver Line,2518.9
2024-01-15,Blue Line,20852.3
2024-01-15,Green Line,22173.04
2024-01-15,Orange Line,45734.6
2024-01-15,Red Line,41772.96
2024-01-15,Silver Line,3388.1
2024-01-16,Blue Line,28717.6
2024-01-16,Green Line,8624.06
2024-01-16,Orange Line,72068.79
2024-01-16,Red Line,71657.05
2024-01-16,Silver Line,5609.5
2024-01-17,Blue Line,31353.3
2024-01-17,Green Line,9987.46
2024-01-17,Orange Line,82315.12
2024-01-17,Red Line,86658.92
2024-01-17,Silver Line,6661.2
2024-01-18,Blue Line,33172.0
2024-01-18,Green Line,9996.8
2024-01-18,Orange Line,82980.76
2024-01-18,Red Line,84934.14
2024-01-18,Silver Line,6670.3
2024-01-19,Blue Line,31274.3
2024-01-19,Green Line,10615.67
2024-01-19,Orange Line,74829.77
2024-01-19,Red Line,74093.16
2024-01-19,Silver Line,4995.1
2024-01-20,Blue Line,18812.4
2024-01-20,Green Line,6204.95
2024-01-20,Orange Line,44452.4
2024-01-20,Red Line,39668.05
2024-01-20,Silver Line,2661.2
2024-01-21,Blue Line,15617.6
2024-01-21,Green Line,3600.14
2024-01-21,Orange Line,31436.74
2024-01-21,Red Line,31520.02
2024-01-21,Silver Line,2318.5
2024-01-22,Blue Line,31428.0
2024-01-22,Green Line,9072.37
2024-01-22,Orange Line,79399.15
2024-01-22,Red Line,78282.98
2024-01-22,Silver Line,5350.5
2024-01-23,Blue Line,34028.1
2024-01-23,Green Line,8854.0
2024-01-23,Orange Line,88927.69
2024-01-23,Red Line,90743.31
2024-01-23,Silver Line,6369.9
2024-01-24,Blue Line,32643.3
2024-01-24,Green Line,8552.33
2024-01-24,Orange Line,86461.94
2024-01-24,Red Line,89702.23
2024-01-24,Silver Line,6578.2
2024-01-25,Blue Line,33482.7
2024-01-25,Green Line,9008.91
2024-01-25,Orange Line,84226.61
2024-01-25,Red Line,89621.88
2024-01-25,Silver Line,6481.9
2024-01-26,Blue Line,28638.4
2024-01-26,Green Line,8364.24
2024-01-26,Orange Line,72351.68
2024-01-26,Red Line,76260.28
2024-01-26,Silver Line,5321.4
2024-01-27,Blue Line,23058.3
2024-01-27,Green Line,6918.0
2024-01-27,Orange Line,54058.06
2024-01-27,Red Line,50977.14
2024-01-27,Silver Line,2839.5
2024-01-28,Blue Line,15472.2
2024-01-28,Green Line,3454.0
2024-01-28,Orange Line,31378.16
2024-01-28,Red Line,31733.84
2024-01-28,Silver Line,2209.8
2024-01-29,Blue Line,30707.1
2024-01-29,Green Line,29318.82
2024-01-29,Orange Line,78757.93
2024-01-29,Red Line,80821.75
2024-01-29,Silver Line,5219.4
2024-01-30,Blue Line,32769.4
2024-01-30,Green Line,37480.72
2024-01-30,Orange Line,86307.53
2024-01-30,Red Line,93330.75
2024-01-30,Silver Line,6718.6
2024-01-31,Blue Line,33567.9
2024-01-31,Green Line,36255.22
2024-01-31,Orange Line,85528.51
2024-01-31,Red Line,92899.87
2024-01-31,Silver Line,6535.5
2024-02-01,Blue Line,35004.3
2024-02-01,Green Line,42908.88667047
2024-02-01,Mattapan Line,3100.0319999999997
2024-02-01,Orange Line,86306.91
2024-02-01,Red Line,92204.37
2024-02-01,Silver Line,6345.7
2024-02-02,Blue Line,34144.3
2024-02-02,Green Line,41593.13000323
2024-02-02,Mattapan Line,2968.7039999999997
2024-02-02,Orange Line,75532.76
2024-02-02,Red Line,81220.51
2024-02-02,Silver Line,5094.8
2024-02-03,Blue Line,25006.6
2024-02-03,Green Line,39099.55333649
2024-02-03,Mattapan Line,1422.72
2024-02-03,Orange Line,49379.48
2024-02-03,Red Line,50702.8
2024-02-03,Silver Line,2970.4
2024-02-04,Blue Line,19359.8
2024-02-04,Green Line,28831.28000208
2024-02-04,Mattapan Line,1028.7359999999999
2024-02-04,Orange Line,38367.79
2024-02-04,Red Line,38432.83
2024-02-04,Silver Line,2829.3
2024-02-05,Blue Line,32695.3
2024-02-05,Green Line,39746.35666993
2024-02-05,Mattapan Line,2799.3599999999997
2024-02-05,Orange Line,78575.33
2024-02-05,Red Line,70055.18
2024-02-05,Silver Line,5588.0
2024-02-06,Blue Line,35459.1
2024-02-06,Green Line,45377.68000403
2024-02-06,Mattapan Line,2270.592
2024-02-06,Orange Line,88918.46
2024-02-06,Red Line,77075.16
2024-02-06,Silver Line,6649.1
2024-02-07,Blue Line,35711.3
2024-02-07,Green Line,47031.98333837
2024-02-07,Mattapan Line,3204.864
2024-02-07,Orange Line,89231.52
2024-02-07,Red Line,77454.93
2024-02-07,Silver Line,6434.1
2024-02-08,Blue Line,36606.2
2024-02-08,Green Line,47368.01000522
2024-02-08,Mattapan Line,3142.656
2024-02-08,Orange Line,88149.34
2024-02-08,Red Line,75847.85
2024-02-08,Silver Line,6263.6
2024-02-09,Blue Line,35603.9
2024-02-09,Green Line,45755.55333761
2024-02-09,Mattapan Line,2858.112
2024-02-09,Orange Line,77886.28
2024-02-09,Red Line,65052.5
2024-02-09,Silver Line,4877.6
2024-02-10,Blue Line,26544.1
2024-02-10,Green Line,43264.48333643
2024-02-10,Mattapan Line,1641.6
2024-02-10,Orange Line,54534.89
2024-02-10,Red Line,42146.06
2024-02-10,Silver Line,2948.3
2024-02-11,Blue Line,19369.0
2024-02-11,Green Line,26546.34000168
2024-02-11,Mattapan Line,1077.12
2024-02-11,Orange Line,35060.56
2024-02-11,Red Line,28739.0
2024-02-11,Silver Line,2346.1
2024-02-12,Blue Line,34251.7
2024-02-12,Green Line,40948.496670219996
2024-02-12,Mattapan Line,3070.08
2024-02-12,Orange Line,80868.58
2024-02-12,Red Line,69914.79
2024-02-12,Silver Line,5271.1
2024-02-13,Blue Line,21640.7
2024-02-13,Green Line,22015.3000017
2024-02-13,Mattapan Line,1534.464
2024-02-13,Orange Line,42222.53
2024-02-13,Red Line,34695.97
2024-02-13,Silver Line,3021.5
2024-02-14,Blue Line,35288.2
2024-02-14,Green Line,50928.94333766
2024-02-14,Mattapan Line,2995.2
2024-02-14,Orange Line,90965.57
2024-02-14,Red Line,80783.82
2024-02-14,Silver Line,6907.8
2024-02-15,Blue Line,23728.8
2024-02-15,Green Line,27541.080003619998
2024-02-15,Mattapan Line,2601.216
2024-02-15,Orange Line,52180.94
2024-02-15,Red Line,58721.88
2024-02-15,Silver Line,5667.3
2024-02-16,Blue Line,33594.0
2024-02-16,Green Line,44485.13000318
2024-02-16,Mattapan Line,2998.656
2024-02-16,Orange Line,74546.52
2024-02-16,Red Line,79665.95
2024-02-16,Silver Line,5780.4
2024-02-17,Blue Line,24476.0
2024-02-17,Green Line,43328.58333625
2024-02-17,Mattapan Line,1635.84
2024-02-17,Orange Line,41975.02
2024-02-17,Red Line,54143.43
2024-02-17,Silver Line,3739.8
2024-02-18,Blue Line,19541.7
2024-02-18,Green Line,36665.81000228
2024-02-18,Mattapan Line,1126.656
2024-02-18,Orange Line,32497.37
2024-02-18,Red Line,46355.32
2024-02-18,Silver Line,2977.8
2024-02-19,Blue Line,23831.7
2024-02-19,Green Line,31879.52666868
2024-02-19,Mattapan Line,1578.24
2024-02-19,Orange Line,47274.4
2024-02-19,Red Line,52390.94
2024-02-19,Silver Line,3718.1
2024-02-20,Blue Line,34167.3
2024-02-20,Green Line,25106.35000229
2024-02-20,Mattapan Line,2457.216
2024-02-20,Orange Line,73839.86
2024-02-20,Red Line,87473.89
2024-02-20,Silver Line,6481.1
2024-02-21,Blue Line,33793.0
2024-02-21,Green Line,26141.79000295
2024-02-21,Mattapan Line,2767.104
2024-02-21,Orange Line,74932.58
2024-02-21,Red Line,84727.93
2024-02-21,Silver Line,6295.2
2024-02-22,Blue Line,35066.8
2024-02-22,Green Line,27249.81333709
2024-02-22,Mattapan Line,2816.64
2024-02-22,Orange Line,76049.79
2024-02-22,Red Line,88746.53
2024-02-22,Silver Line,6370.9
2024-02-23,Blue Line,31731.9
2024-02-23,Green Line,25143.69000287
2024-02-23,Mattapan Line,2514.816
2024-02-23,Orange Line,65606.0
2024-02-23,Red Line,75945.71
2024-02-23,Silver Line,5235.2
2024-02-24,Blue Line,23688.7
2024-02-24,Green Line,19249.47666926
2024-02-24,Mattapan Line,1376.6399999999999
2024-02-24,Orange Line,38755.59
2024-02-24,Red Line,20039.3
2024-02-24,Silver Line,2222.6
2024-02-25,Blue Line,18046.2
2024-02-25,Green Line,13419.64666882
2024-02-25,Mattapan Line,845.568
2024-02-25,Orange Line,26295.35
2024-02-25,Red Line,14303.77
2024-02-25,Silver Line,1687.7
2024-02-26,Blue Line,33185.7
2024-02-26,Green Line,22312.85000327
2024-02-26,Mattapan Line,2913.408
2024-02-26,Orange Line,69613.72
2024-02-26,Red Line,76961.43
2024-02-26,Silver Line,5236.8
2024-02-27,Blue Line,36887.0
2024-02-27,Green Line,27976.69667077
2024-02-27,Mattapan Line,3174.912
2024-02-27,Orange Line,82375.27
2024-02-27,Red Line,89548.6
2024-02-27,Silver Line,6304.6
2024-02-28,Blue Line,34424.4
2024-02-28,Green Line,26542.340003549998
2024-02-28,Mattapan Line,3087.3599999999997
2024-02-28,Orange Line,76357.01
2024-02-28,Red Line,85118.15
2024-02-28,Silver Line,6232.6
2024-02-29,Blue Line,35498.8
2024-02-29,Green Line,28847.81667036
2024-02-29,Mattapan Line,2880.0
2024-02-29,Orange Line,78743.38
2024-02-29,Red Line,91797.47
2024-02-29,Silver Line,6608.2
2024-03-01,Blue Line,34571.3
2024-03-01,Green Line,27252.760003479998
2024-03-01,Mattapan Line,2873.0879999999997
2024-03-01,Orange Line,72397.75
2024-03-01,Red Line,82259.69
2024-03-01,Silver Line,5571.5
2024-03-02,Blue Line,23854.1
2024-03-02,Green Line,15758.07666887
2024-03-02,Mattapan Line,1300.608
2024-03-02,Orange Line,40478.6
2024-03-02,Red Line,32774.09
2024-03-02,Silver Line,2036.3
2024-03-03,Blue Line,20833.4
2024-03-03,Green Line,13457.653335429999
2024-03-03,Mattapan Line,870.9119999999999
2024-03-03,Orange Line,32924.84
2024-03-03,Red Line,24929.94
2024-03-03,Silver Line,1507.0
2024-03-04,Blue Line,33515.8
2024-03-04,Green Line,23629.25333649
2024-03-04,Mattapan Line,2941.056
2024-03-04,Orange Line,68354.7
2024-03-04,Red Line,81080.68
2024-03-04,Silver Line,5492.4
2024-03-05,Blue Line,35103.2
2024-03-05,Green Line,28009.16000404
2024-03-05,Mattapan Line,3149.5679999999998
2024-03-05,Orange Line,77234.58
2024-03-05,Red Line,92112.06
2024-03-05,Silver Line,6877.0
2024-03-06,Blue Line,35623.1
2024-03-06,Green Line,27351.91667075
2024-03-06,Mattapan Line,3286.656
2024-03-06,Orange Line,76513.51
2024-03-06,Red Line,92903.04
2024-03-06,Silver Line,6567.6
2024-03-07,Blue Line,34823.3
2024-03-07,Green Line,28007.73000417
2024-03-07,Mattapan Line,3105.792
2024-03-07,Orange Line,77079.11
2024-03-07,Red Line,92297.76
2024-03-07,Silver Line,6627.6
2024-03-08,Blue Line,35787.6
2024-03-08,Green Line,27535.92000393
2024-03-08,Mattapan Line,2930.6879999999996
2024-03-08,Orange Line,70365.42
2024-03-08,Red Line,84334.86
2024-03-08,Silver Line,5285.7
2024-03-09,Blue Line,25794.0
2024-03-09,Green Line,28902.4866697
2024-03-09,Mattapan Line,1590.9119999999998
2024-03-09,Orange Line,41529.41
2024-03-09,Red Line,50568.57
2024-03-09,Silver Line,3151.2
2024-03-10,Blue Line,19764.7
2024-03-10,Green Line,26872.19333569
2024-03-10,Mattapan Line,1094.3999999999999
2024-03-10,Orange Line,29211.45
2024-03-10,Red Line,37040.39
2024-03-10,Silver Line,2816.1
2024-03-11,Blue Line,32098.9
2024-03-11,Green Line,37839.30000336
2024-03-11,Mattapan Line,2886.912
2024-03-11,Orange Line,77262.78
2024-03-11,Red Line,78106.52
2024-03-11,Silver Line,5678.5
2024-03-12,Blue Line,35863.0
2024-03-12,Green Line,44384.01333791
2024-03-12,Mattapan Line,3204.864
2024-03-12,Orange Line,85353.58
2024-03-12,Red Line,89155.74
2024-03-12,Silver Line,6711.5
2024-03-13,Blue Line,37300.7
2024-03-13,Green Line,46540.87000493
2024-03-13,Mattapan Line,3021.696
2024-03-13,Orange Line,88318.82
2024-03-13,Red Line,89763.41
2024-03-13,Silver Line,6542.7
2024-03-14,Blue Line,38635.7
2024-03-14,Green Line,50301.98333856
2024-03-14,Mattapan Line,3383.4239999999995
2024-03-14,Orange Line,90743.59
2024-03-14,Red Line,92977.96
2024-03-14,Silver Line,6713.1
2024-03-15,Blue Line,35409.2
2024-03-15,Green Line,47342.94333744
2024-03-15,Mattapan Line,2985.984
2024-03-15,Orange Line,76782.36
2024-03-15,Red Line,79399.13
2024-03-15,Silver Line,5354.7
2024-03-16,Blue Line,29323.5
2024-03-16,Green Line,48592.48000334
2024-03-16,Mattapan Line,1715.328
2024-03-16,Orange Line,60442.13
2024-03-16,Red Line,57818.39
2024-03-16,Silver Line,3536.5
2024-03-17,Blue Line,23687.9
2024-03-17,Green Line,36054.97000217
2024-03-17,Mattapan Line,1253.376
2024-03-17,Orange Line,46811.6
2024-03-17,Red Line,64618.23
2024-03-17,Silver Line,4380.8
2024-03-18,Blue Line,34864.3
2024-03-18,Green Line,44426.10667027
2024-03-18,Mattapan Line,3102.336
2024-03-18,Orange Line,43936.69
2024-03-18,Red Line,83097.07
2024-03-18,Silver Line,5617.0
2024-03-19,Blue Line,37192.1
2024-03-19,Green Line,48458.97000483
2024-03-19,Mattapan Line,3638.0159999999996
2024-03-19,Orange Line,44419.26
2024-03-19,Red Line,95021.77
2024-03-19,Silver Line,6998.4
2024-03-20,Blue Line,36382.0
2024-03-20,Green Line,49302.10667154
2024-03-20,Mattapan Line,3765.888
2024-03-20,Orange Line,43400.52
2024-03-20,Red Line,95702.54
2024-03-20,Silver Line,7176.5
2024-03-21,Blue Line,35994.3
2024-03-21,Green Line,49019.58000455
2024-03-21,Mattapan Line,3682.944
2024-03-21,Orange Line,41763.92
2024-03-21,Red Line,96706.3
2024-03-21,Silver Line,8397.4
2024-03-22,Blue Line,30936.7
2024-03-22,Green Line,48638.12667027
2024-03-22,Mattapan Line,3234.816
2024-03-22,Orange Line,70268.01
2024-03-22,Red Line,85526.23
2024-03-22,Silver Line,7270.1
2024-03-23,Blue Line,20527.0
2024-03-23,Green Line,34733.11333529
2024-03-23,Mattapan Line,8.064
2024-03-23,Orange Line,40679.25
2024-03-23,Red Line,31372.37
2024-03-23,Silver Line,4612.1
2024-03-24,Blue Line,20553.1
2024-03-24,Green Line,33892.3566698
2024-03-24,Mattapan Line,4.608
2024-03-24,Orange Line,38832.24
2024-03-24,Red Line,30548.57
2024-03-24,Silver Line,4035.4
2024-03-25,Blue Line,34062.1
