service_date,route_or_line,gated_entries
2024-12-08,Green Line,27350.37666667
2024-12-08,Mattapan Line,1027.584
2024-12-08,Orange Line,41658.86
2024-12-08,Red Line,44549.13
2024-12-08,Silver Line,3376.9
2024-12-09,Blue Line,33439.1
2024-12-09,Green Line,34779.53000001
2024-12-09,Mattapan Line,2997.504
2024-12-09,Orange Line,82049.55
2024-12-09,Red Line,87684.02
2024-12-09,Silver Line,6629.3
2024-12-10,Blue Line,35188.9
2024-12-10,Green Line,38408.88333335
2024-12-10,Mattapan Line,3211.776
2024-12-10,Orange Line,93375.3
2024-12-10,Red Line,96385.55
2024-12-10,Silver Line,7647.2
2024-12-11,Blue Line,30701.5
2024-12-11,Green Line,35443.37333334
2024-12-11,Mattapan Line,2338.56
2024-12-11,Orange Line,85577.07
2024-12-11,Red Line,86017.69
2024-12-11,Silver Line,7274.7
2024-12-12,Blue Line,36823.2
2024-12-12,Green Line,41611.80000001
2024-12-12,Mattapan Line,2662.272
2024-12-12,Orange Line,101058.61
2024-12-12,Red Line,101706.79
2024-12-12,Silver Line,8090.1
2024-12-13,Blue Line,34158.8
2024-12-13,Green Line,37471.09666667
2024-12-13,Mattapan Line,2331.6479999999997
2024-12-13,Orange Line,84690.49
2024-12-13,Red Line,83688.38
2024-12-13,Silver Line,6569.4
2024-12-14,Blue Line,24742.7
2024-12-14,Green Line,34571.67
2024-12-14,Mattapan Line,1216.512
2024-12-14,Orange Line,61162.25
2024-12-14,Red Line,58394.88
2024-12-14,Silver Line,4946.5
2024-12-15,Blue Line,18508.5
2024-12-15,Green Line,25564.0
2024-12-15,Mattapan Line,877.824
2024-12-15,Orange Line,45486.88
2024-12-15,Red Line,44702.82
2024-12-15,Silver Line,3698.8
2024-12-16,Blue Line,33602.3
2024-12-16,Green Line,32276.17
2024-12-16,Mattapan Line,2540.16
2024-12-16,Orange Line,85156.64
2024-12-16,Red Line,81913.49
2024-12-16,Silver Line,6777.4
2024-12-17,Blue Line,35554.7
2024-12-17,Green Line,35087.00000001
2024-12-17,Mattapan Line,2725.632
2024-12-17,Orange Line,92952.94
2024-12-17,Red Line,92767.36
2024-12-17,Silver Line,7823.5
2024-12-18,Blue Line,35346.2
2024-12-18,Green Line,34295.38
2024-12-18,Mattapan Line,2572.4159999999997
2024-12-18,Orange Line,91532.58
2024-12-18,Red Line,89855.34
2024-12-18,Silver Line,7246.5
2024-12-19,Blue Line,36480.5
2024-12-19,Green Line,35534.46000001
2024-12-19,Mattapan Line,2650.752
2024-12-19,Orange Line,95915.91
2024-12-19,Red Line,88705.03
2024-12-19,Silver Line,6708.6
2024-12-20,Blue Line,31617.9
2024-12-20,Green Line,31925.47666667
2024-12-20,Mattapan Line,2156.544
2024-12-20,Orange Line,78100.08
2024-12-20,Red Line,73425.81
2024-12-20,Silver Line,5540.9
2024-12-21,Blue Line,22555.1
2024-12-21,Green Line,31858.31333547
2024-12-21,Mattapan Line,996.4799999999999
2024-12-21,Orange Line,50185.53
2024-12-21,Red Line,44192.49
2024-12-21,Silver Line,3611.4
2024-12-22,Blue Line,17036.4
2024-12-22,Green Line,21639.85333456
2024-12-22,Mattapan Line,706.1759999999999
2024-12-22,Orange Line,32350.68
2024-12-22,Red Line,29820.5
2024-12-22,Silver Line,2779.9
2024-12-23,Blue Line,27323.8
2024-12-23,Green Line,29759.03666856
2024-12-23,Mattapan Line,1899.648
2024-12-23,Orange Line,61383.27
2024-12-23,Red Line,52299.76
2024-12-23,Silver Line,4635.8
2024-12-24,Blue Line,21332.2
2024-12-24,Green Line,21006.90666826
2024-12-24,Mattapan Line,1543.6799999999998
2024-12-24,Orange Line,43501.65
2024-12-24,Red Line,37570.21
2024-12-24,Silver Line,2985.7
2024-12-25,Blue Line,9507.3
2024-12-25,Green Line,10373.81333403
2024-12-25,Mattapan Line,403.2
2024-12-25,Orange Line,19015.52
2024-12-25,Red Line,14870.7
2024-12-25,Silver Line,1233.5
2024-12-26,Blue Line,25758.6
2024-12-26,Green Line,27401.3866685
2024-12-26,Mattapan Line,1369.7279999999998
2024-12-26,Orange Line,52717.04
2024-12-26,Red Line,44956.14
2024-12-26,Silver Line,3960.5
2024-12-27,Blue Line,29295.2
2024-12-27,Green Line,34810.72666901
2024-12-27,Mattapan Line,993.0239999999999
2024-12-27,Orange Line,63583.27
2024-12-27,Red Line,53133.77
2024-12-27,Silver Line,4459.2
2024-12-28,Blue Line,22834.1
2024-12-28,Green Line,37380.7933353
2024-12-28,Mattapan Line,402.048
2024-12-28,Orange Line,46638.06
2024-12-28,Red Line,44389.88
2024-12-28,Silver Line,3846.5
2024-12-29,Blue Line,19775.0
2024-12-29,Green Line,29551.44333521
2024-12-29,Mattapan Line,931.968
2024-12-29,Orange Line,39263.41
2024-12-29,Red Line,39648.08
2024-12-29,Silver Line,3395.9
2024-12-30,Blue Line,28606.4
2024-12-30,Green Line,36461.93333569
2024-12-30,Mattapan Line,1628.9279999999999
2024-12-30,Orange Line,58824.61
2024-12-30,Red Line,60958.89
2024-12-30,Silver Line,4691.0
2024-12-31,Blue Line,27762.4
2024-12-31,Green Line,39769.5266698
2024-12-31,Mattapan Line,1800.5759999999998
2024-12-31,Orange Line,60859.13
2024-12-31,Red Line,64656.21
2024-12-31,Silver Line,3879.4
2025-01-01,Blue Line,15487.5
2025-01-01,Green Line,18683.80000121
2025-01-01,Mattapan Line,778.752
2025-01-01,Orange Line,27782.87
2025-01-01,Red Line,29373.93
2025-01-01,Silver Line,2324.4
2025-01-02,Blue Line,28607.4
2025-01-02,Green Line,36938.270003
2025-01-02,Mattapan Line,2092.032
2025-01-02,Orange Line,64295.6
2025-01-02,Red Line,71623.63
2025-01-02,Silver Line,5488.1
2025-01-03,Blue Line,30183.3
2025-01-03,Green Line,37838.29000303
2025-01-03,Mattapan Line,2165.76
2025-01-03,Orange Line,64304.49
2025-01-03,Red Line,69879.02
2025-01-03,Silver Line,4886.4
2025-01-04,Blue Line,22575.3
2025-01-04,Green Line,33946.75333538
2025-01-04,Mattapan Line,1332.864
2025-01-04,Orange Line,46114.38
2025-01-04,Red Line,47522.6
2025-01-04,Silver Line,1950.3
2025-01-05,Blue Line,17696.9
2025-01-05,Green Line,26573.15666823
2025-01-05,Mattapan Line,948.096
2025-01-05,Orange Line,37365.87
2025-01-05,Red Line,36870.94
2025-01-05,Silver Line,1750.3
2025-01-06,Blue Line,30696.2
2025-01-06,Green Line,38612.26666981
2025-01-06,Mattapan Line,2611.584
2025-01-06,Orange Line,77462.16
2025-01-06,Red Line,80893.04
2025-01-06,Silver Line,6119.5
2025-01-07,Blue Line,32411.0
2025-01-07,Green Line,44544.72000355
2025-01-07,Mattapan Line,2650.752
2025-01-07,Orange Line,89372.53
2025-01-07,Red Line,91127.45
2025-01-07,Silver Line,7418.8
2025-01-08,Blue Line,32140.3
2025-01-08,Green Line,43950.44667011
2025-01-08,Mattapan Line,2768.256
2025-01-08,Orange Line,85254.49
2025-01-08,Red Line,90419.73
2025-01-08,Silver Line,7451.2
2025-01-09,Blue Line,31614.2
2025-01-09,Green Line,42937.75333668
2025-01-09,Mattapan Line,2456.064
2025-01-09,Orange Line,82758.5
2025-01-09,Red Line,89329.98
2025-01-09,Silver Line,7092.9
2025-01-10,Blue Line,32654.2
2025-01-10,Green Line,44563.10000318
2025-01-10,Mattapan Line,2846.592
2025-01-10,Orange Line,80472.57
2025-01-10,Red Line,83089.33
2025-01-10,Silver Line,5367.8
2025-01-11,Blue Line,20867.2
2025-01-11,Green Line,36568.21666864
2025-01-11,Mattapan Line,1338.624
2025-01-11,Orange Line,45898.36
2025-01-11,Red Line,48678.79
2025-01-11,Silver Line,1758.1
2025-01-12,Blue Line,18389.9
2025-01-12,Green Line,29708.7200013
2025-01-12,Mattapan Line,1026.432
2025-01-12,Orange Line,40223.03
2025-01-12,Red Line,41539.95
2025-01-12,Silver Line,1707.4
2025-01-13,Blue Line,32329.4
2025-01-13,Green Line,42603.98666992
2025-01-13,Mattapan Line,2914.56
2025-01-13,Orange Line,81683.74
2025-01-13,Red Line,87229.54
2025-01-13,Silver Line,6317.0
2025-01-14,Blue Line,34769.7
2025-01-14,Green Line,51580.9066712
2025-01-14,Mattapan Line,3045.888
2025-01-14,Orange Line,95904.63
2025-01-14,Red Line,99804.03
2025-01-14,Silver Line,7572.4
2025-01-15,Blue Line,34804.7
2025-01-15,Green Line,49383.40667047
2025-01-15,Mattapan Line,3027.456
2025-01-15,Orange Line,91743.99
2025-01-15,Red Line,97743.17
2025-01-15,Silver Line,7709.9
2025-01-16,Blue Line,35748.5
2025-01-16,Green Line,49884.99333754
2025-01-16,Mattapan Line,2929.536
2025-01-16,Orange Line,90799.07
2025-01-16,Red Line,98391.47
2025-01-16,Silver Line,7773.3
2025-01-17,Blue Line,34425.7
2025-01-17,Green Line,48911.04667026
2025-01-17,Mattapan Line,2292.48
2025-01-17,Orange Line,84076.95
2025-01-17,Red Line,86399.17
2025-01-17,Silver Line,6208.8
2025-01-18,Blue Line,23838.7
2025-01-18,Green Line,46235.19333616
2025-01-18,Mattapan Line,1465.344
2025-01-18,Orange Line,41241.32
2025-01-18,Red Line,55780.42
2025-01-18,Silver Line,3858.7
2025-01-19,Blue Line,19198.7
2025-01-19,Green Line,35676.11333541
2025-01-19,Mattapan Line,1048.32
2025-01-19,Orange Line,30291.02
2025-01-19,Red Line,44865.2
2025-01-19,Silver Line,3422.8
2025-01-20,Blue Line,19704.6
2025-01-20,Green Line,33068.93666811
2025-01-20,Mattapan Line,1344.384
2025-01-20,Orange Line,42066.409999999996
2025-01-20,Red Line,43114.62
2025-01-20,Silver Line,3721.6
2025-01-21,Blue Line,31850.0
2025-01-21,Green Line,48153.6866694
2025-01-21,Mattapan Line,2778.624
2025-01-21,Orange Line,88699.22
2025-01-21,Red Line,92461.16
2025-01-21,Silver Line,7522.6
2025-01-22,Blue Line,31678.7
2025-01-22,Green Line,48335.05333621
2025-01-22,Mattapan Line,2269.44
2025-01-22,Orange Line,87129.44
2025-01-22,Red Line,92029.64
2025-01-22,Silver Line,7518.0
2025-01-23,Blue Line,34301.3
2025-01-23,Green Line,51602.58000376
2025-01-23,Mattapan Line,2827.008
2025-01-23,Orange Line,92474.53
2025-01-23,Red Line,98293.59
2025-01-23,Silver Line,7788.0
2025-01-24,Blue Line,32325.2
2025-01-24,Green Line,48407.40666954
2025-01-24,Mattapan Line,2689.92
2025-01-24,Orange Line,79072.61
2025-01-24,Red Line,86301.95
2025-01-24,Silver Line,6043.5
2025-01-25,Blue Line,22820.2
2025-01-25,Green Line,46187.01666888
2025-01-25,Mattapan Line,1534.464
2025-01-25,Orange Line,54068.17
2025-01-25,Red Line,54653.58
2025-01-25,Silver Line,3274.7
2025-01-26,Blue Line,16643.4
2025-01-26,Green Line,33118.87666831
2025-01-26,Mattapan Line,1067.904
2025-01-26,Orange Line,38157.49
2025-01-26,Red Line,40866.7
2025-01-26,Silver Line,2757.7
2025-01-27,Blue Line,34163.1
2025-01-27,Green Line,45823.23666973
2025-01-27,Mattapan Line,3021.696
2025-01-27,Orange Line,88722.94
2025-01-27,Red Line,92312.89
2025-01-27,Silver Line,6359.0
2025-01-28,Blue Line,34908.3
2025-01-28,Green Line,50060.60333719
2025-01-28,Mattapan Line,3091.968
2025-01-28,Orange Line,93895.04
2025-01-28,Red Line,102713.99
2025-01-28,Silver Line,7515.9
2025-01-29,Blue Line,32206.9
2025-01-29,Green Line,51838.40000403
2025-01-29,Mattapan Line,3036.672
2025-01-29,Orange Line,93494.6
2025-01-29,Red Line,99922.7
2025-01-29,Silver Line,7327.9
2025-01-30,Blue Line,33812.9
2025-01-30,Green Line,52415.58333722
2025-01-30,Mattapan Line,3021.696
2025-01-30,Orange Line,95632.34
2025-01-30,Red Line,102631.01
2025-01-30,Silver Line,7862.5
2025-01-31,Blue Line,29738.6
2025-01-31,Green Line,46427.32333634
2025-01-31,Mattapan Line,2644.992
2025-01-31,Orange Line,77875.41
2025-01-31,Red Line,85740.8
2025-01-31,Silver Line,6445.2
2025-02-01,Blue Line,20998.9
2025-02-01,Green Line,43853.68000179
2025-02-01,Mattapan Line,1398.528
2025-02-01,Orange Line,37962.74
2025-02-01,Red Line,53215.08
2025-02-01,Silver Line,3306.1
2025-02-02,Blue Line,16819.0
2025-02-02,Green Line,32276.40333475
2025-02-02,Mattapan Line,999.936
2025-02-02,Orange Line,27593.18
2025-02-02,Red Line,40377.05
2025-02-02,Silver Line,2872.2
2025-02-03,Blue Line,31755.5
2025-02-03,Green Line,46644.06666997
2025-02-03,Mattapan Line,2945.664
2025-02-03,Orange Line,86345.57
2025-02-03,Red Line,92166.53
2025-02-03,Silver Line,6358.5
2025-02-04,Blue Line,35326.3
2025-02-04,Green Line,52463.45000404
2025-02-04,Mattapan Line,3216.384
2025-02-04,Orange Line,98390.51
2025-02-04,Red Line,106537.04
2025-02-04,Silver Line,7599.7
2025-02-05,Blue Line,34663.4
2025-02-05,Green Line,51498.2533371
2025-02-05,Mattapan Line,3111.552
2025-02-05,Orange Line,96114.9
2025-02-05,Red Line,103621.78
2025-02-05,Silver Line,7730.0
2025-02-06,Blue Line,29461.4
2025-02-06,Green Line,44685.06666957
2025-02-06,Mattapan Line,2589.696
2025-02-06,Orange Line,81244.71
2025-02-06,Red Line,82371.49
2025-02-06,Silver Line,6182.5
2025-02-07,Blue Line,33634.0
2025-02-07,Green Line,50114.82333634
2025-02-07,Mattapan Line,2883.456
2025-02-07,Orange Line,83614.8
2025-02-07,Red Line,89091.81
2025-02-07,Silver Line,6455.9
2025-02-08,Blue Line,23772.3
2025-02-08,Green Line,45765.97333559
2025-02-08,Mattapan Line,1618.56
2025-02-08,Orange Line,56163.81
2025-02-08,Red Line,53758.85
2025-02-08,Silver Line,3574.9
2025-02-09,Blue Line,14826.0
2025-02-09,Green Line,25377.03666687
2025-02-09,Mattapan Line,934.272
2025-02-09,Orange Line,33395.57
2025-02-09,Red Line,34987.26
2025-02-09,Silver Line,2574.3
2025-02-10,Blue Line,32222.6
2025-02-10,Green Line,42680.98333452
2025-02-10,Mattapan Line,2973.312
2025-02-10,Orange Line,89082.95
2025-02-10,Red Line,91232.2
2025-02-10,Silver Line,6229.6
2025-02-11,Blue Line,34918.2
2025-02-11,Green Line,49701.64333681
2025-02-11,Mattapan Line,2687.616
2025-02-11,Orange Line,96697.23
2025-02-11,Red Line,104322.66
2025-02-11,Silver Line,7767.1
2025-02-12,Blue Line,35399.1
2025-02-12,Green Line,51080.18333671
2025-02-12,Mattapan Line,3081.6
2025-02-12,Orange Line,100264.95
2025-02-12,Red Line,105996.0
2025-02-12,Silver Line,7845.6
2025-02-13,Blue Line,33203.9
2025-02-13,Green Line,49989.79666945
2025-02-13,Mattapan Line,2691.072
2025-02-13,Orange Line,92509.47
2025-02-13,Red Line,99947.9
2025-02-13,Silver Line,7485.1
2025-02-14,Blue Line,34071.3
2025-02-14,Green Line,55967.5766697
2025-02-14,Mattapan Line,2900.736
2025-02-14,Orange Line,88263.24
2025-02-14,Red Line,96570.05
2025-02-14,Silver Line,6398.5
2025-02-15,Blue Line,23470.7
2025-02-15,Green Line,49756.69666886
2025-02-15,Mattapan Line,1452.672
2025-02-15,Orange Line,41434.22
2025-02-15,Red Line,61687.45
2025-02-15,Silver Line,3708.6
2025-02-16,Blue Line,14856.7
2025-02-16,Green Line,29866.3166676
2025-02-16,Mattapan Line,768.384
2025-02-16,Orange Line,25749.39
2025-02-16,Red Line,38789.06
2025-02-16,Silver Line,2769.2
2025-02-17,Blue Line,22321.1
2025-02-17,Green Line,39135.88666825
2025-02-17,Mattapan Line,1498.752
2025-02-17,Orange Line,40268.63
2025-02-17,Red Line,55277.35
2025-02-17,Silver Line,4444.2
2025-02-18,Blue Line,31553.3
2025-02-18,Green Line,47687.293336
2025-02-18,Mattapan Line,2452.608
2025-02-18,Orange Line,85078.92
2025-02-18,Red Line,95867.02
2025-02-18,Silver Line,7596.8
2025-02-19,Blue Line,32919.0
2025-02-19,Green Line,49541.59000302
2025-02-19,Mattapan Line,2631.168
2025-02-19,Orange Line,89978.45
2025-02-19,Red Line,100551.46
2025-02-19,Silver Line,7788.5
2025-02-20,Blue Line,33750.4
2025-02-20,Green Line,49435.01333644
2025-02-20,Mattapan Line,2510.208
2025-02-20,Orange Line,93373.58
2025-02-20,Red Line,99526.24
2025-02-20,Silver Line,7642.1
2025-02-21,Blue Line,32165.3
2025-02-21,Green Line,51154.31666962
2025-02-21,Mattapan Line,1800.576
2025-02-21,Orange Line,79217.8
2025-02-21,Red Line,87253.15
2025-02-21,Silver Line,6437.1
2025-02-22,Blue Line,24182.1
2025-02-22,Green Line,15530.73333499
2025-02-22,Mattapan Line,1292.544
2025-02-22,Orange Line,81022.49
2025-02-22,Red Line,56706.41
2025-02-22,Silver Line,3624.1
2025-02-23,Blue Line,18172.8
2025-02-23,Green Line,9309.98666784
2025-02-23,Mattapan Line,999.936
2025-02-23,Orange Line,53045.62
2025-02-23,Red Line,42205.16
2025-02-23,Silver Line,3071.1
2025-02-24,Blue Line,33357.5
2025-02-24,Green Line,42475.84666956
2025-02-24,Mattapan Line,2453.76
2025-02-24,Orange Line,86532.06
2025-02-24,Red Line,93034.96
2025-02-24,Silver Line,6428.3
2025-02-25,Blue Line,35795.3
2025-02-25,Green Line,50488.66000339
2025-02-25,Mattapan Line,2610.4320000000002
2025-02-25,Orange Line,100288.81
2025-02-25,Red Line,105941.53
2025-02-25,Silver Line,7457.2
2025-02-26,Blue Line,36278.4
2025-02-26,Green Line,50998.583337
2025-02-26,Mattapan Line,2580.48
2025-02-26,Orange Line,96973.08
2025-02-26,Red Line,107326.97
2025-02-26,Silver Line,7423.3
2025-02-27,Blue Line,35743.1
2025-02-27,Green Line,52526.6166704
2025-02-27,Mattapan Line,2551.68
2025-02-27,Orange Line,98427.92
2025-02-27,Red Line,106144.53
2025-02-27,Silver Line,7536.5
2025-02-28,Blue Line,35927.8
2025-02-28,Green Line,52199.93333682
2025-02-28,Mattapan Line,2524.032
2025-02-28,Orange Line,89780.85
2025-02-28,Red Line,95493.75
2025-02-28,Silver Line,6135.0
2025-03-01,Blue Line,24155.0
2025-03-01,Green Line,45550.91000247
2025-03-01,Mattapan Line,1387.008
2025-03-01,Orange Line,27804.5
2025-03-01,Red Line,61640.39
2025-03-01,Silver Line,3887.7
2025-03-02,Blue Line,17716.4
2025-03-02,Green Line,32831.66000125
2025-03-02,Mattapan Line,948.096
2025-03-02,Orange Line,20117.96
2025-03-02,Red Line,43814.38
2025-03-02,Silver Line,3356.1
2025-03-03,Blue Line,32677.1
2025-03-03,Green Line,42083.65000243
2025-03-03,Mattapan Line,1668.096
2025-03-03,Orange Line,80008.46
2025-03-03,Red Line,86530.29
2025-03-03,Silver Line,6603.0
2025-03-04,Blue Line,36961.9
2025-03-04,Green Line,49960.15000355
2025-03-04,Mattapan Line,2488.32
2025-03-04,Orange Line,96389.48
2025-03-04,Red Line,105706.57
2025-03-04,Silver Line,7659.4
2025-03-05,Blue Line,36722.0
2025-03-05,Green Line,49940.13333682
2025-03-05,Mattapan Line,2481.408
2025-03-05,Orange Line,95369.59
2025-03-05,Red Line,104678.11
2025-03-05,Silver Line,7855.5
2025-03-06,Blue Line,36928.3
2025-03-06,Green Line,51977.64667054
2025-03-06,Mattapan Line,622.08
2025-03-06,Orange Line,96782.58
2025-03-06,Red Line,102135.04
2025-03-06,Silver Line,7519.1
2025-03-07,Blue Line,33801.6
2025-03-07,Green Line,50289.68666962
2025-03-07,Mattapan Line,632.448
2025-03-07,Orange Line,81982.86
2025-03-07,Red Line,92530.82
2025-03-07,Silver Line,6030.7
2025-03-08,Blue Line,24408.8
2025-03-08,Green Line,47556.60000212
2025-03-08,Mattapan Line,382.464
2025-03-08,Orange Line,42342.08
2025-03-08,Red Line,56734.22
2025-03-08,Silver Line,3395.3
2025-03-09,Blue Line,18544.0
2025-03-09,Green Line,32365.02333483
2025-03-09,Mattapan Line,237.312
2025-03-09,Orange Line,29755.6
2025-03-09,Red Line,40407.81
2025-03-09,Silver Line,2881.4
2025-03-10,Blue Line,31338.5
2025-03-10,Green Line,44483.49666946
2025-03-10,Mattapan Line,632.448
2025-03-10,Orange Line,90185.54
2025-03-10,Red Line,90463.43
2025-03-10,Silver Line,6079.7
2025-03-11,Blue Line,36046.2
2025-03-11,Green Line,49213.63000368
2025-03-11,Mattapan Line,767.232
2025-03-11,Orange Line,101352.15
2025-03-11,Red Line,105724.42
2025-03-11,Silver Line,7232.6
2025-03-12,Blue Line,35696.8
2025-03-12,Green Line,46802.73333719
2025-03-12,Mattapan Line,706.176
2025-03-12,Orange Line,101027.81999999999
2025-03-12,Red Line,102694.68
2025-03-12,Silver Line,7624.8
2025-03-13,Blue Line,35649.0
2025-03-13,Green Line,46019.72667025
2025-03-13,Mattapan Line,590.976
2025-03-13,Orange Line,97947.92
2025-03-13,Red Line,96475.62
2025-03-13,Silver Line,6694.9
2025-03-14,Blue Line,33231.9
2025-03-14,Green Line,46590.38333629
2025-03-14,Mattapan Line,286.848
2025-03-14,Orange Line,91868.27
2025-03-14,Red Line,77684.38
2025-03-14,Silver Line,4058.9
2025-03-15,Blue Line,26370.3
2025-03-15,Green Line,49727.69333595
2025-03-15,Mattapan Line,85.24799999999999
2025-03-15,Orange Line,68281.83
2025-03-15,Red Line,58195.61
2025-03-15,Silver Line,2659.4
2025-03-16,Blue Line,21394.7
2025-03-16,Green Line,36570.41666821
2025-03-16,Mattapan Line,25.343999999999998
2025-03-16,Orange Line,55051.59
2025-03-16,Red Line,65981.56
2025-03-16,Silver Line,3180.9
2025-03-17,Blue Line,29602.0
2025-03-17,Green Line,39802.99333567
2025-03-17,Mattapan Line,122.112
2025-03-17,Orange Line,84900.68
2025-03-17,Red Line,68063.56
2025-03-17,Silver Line,4259.6
2025-03-18,Blue Line,34254.7
2025-03-18,Green Line,48327.1433369
2025-03-18,Mattapan Line,300.672
2025-03-18,Orange Line,101980.37
2025-03-18,Red Line,84046.02
2025-03-18,Silver Line,4784.1
2025-03-19,Blue Line,33348.2
2025-03-19,Green Line,49181.74333668
2025-03-19,Mattapan Line,169.344
2025-03-19,Orange Line,99432.74
2025-03-19,Red Line,84336.95
2025-03-19,Silver Line,4108.7
2025-03-20,Blue Line,33147.3
2025-03-20,Green Line,50568.473337
2025-03-20,Mattapan Line,62.208
2025-03-20,Orange Line,99985.3
2025-03-20,Red Line,82381.66
2025-03-20,Silver Line,3903.6
2025-03-21,Blue Line,28718.4
2025-03-21,Green Line,49618.57666939
2025-03-21,Mattapan Line,48.384
2025-03-21,Orange Line,89000.88
2025-03-21,Red Line,72647.91
2025-03-21,Silver Line,3589.4
2025-03-22,Blue Line,23379.8
2025-03-22,Green Line,46875.6066693
2025-03-22,Mattapan Line,69.11999999999999
2025-03-22,Orange Line,62371.4
2025-03-22,Red Line,50491.66
2025-03-22,Silver Line,2219.2
2025-03-23,Blue Line,16502.9
2025-03-23,Green Line,32266.30333474
2025-03-23,Mattapan Line,107.136
2025-03-23,Orange Line,43701.9
2025-03-23,Red Line,35936.83
2025-03-23,Silver Line,1903.4
2025-03-24,Blue Line,27278.6
2025-03-24,Green Line,40719.15333591
2025-03-24,Mattapan Line,97.92
2025-03-24,Orange Line,84581.49
2025-03-24,Red Line,70383.79
2025-03-24,Silver Line,4336.8
2025-03-25,Blue Line,32228.5
2025-03-25,Green Line,52020.65000384
2025-03-25,Mattapan Line,267.264
2025-03-25,Orange Line,100765.85
2025-03-25,Red Line,84292.7
2025-03-25,Silver Line,4627.3
