service_date,line,estimated_boardings,ObjectId
2023/10/16 04:00:00+00,Lowell,8687,12851
2023/09/21 04:00:00+00,Newburyport/Rockport,11813,12852
2023/10/04 04:00:00+00,Providence/Stoughton,21315.5,12853
2023/09/28 04:00:00+00,Needham,6092.5,12854
2023/10/08 04:00:00+00,Providence/Stoughton,6637,12855
2023/09/16 04:00:00+00,Greenbush,515,12856
2023/10/16 04:00:00+00,Haverhill,4439.5,12857
2023/09/21 04:00:00+00,Framingham/Worcester,13460,12858
2023/10/04 04:00:00+00,Newburyport/Rockport,12326,12859
2023/10/12 04:00:00+00,Providence/Stoughton,21559,12860
2023/09/28 04:00:00+00,Fitchburg,5439,12861
2023/10/08 04:00:00+00,Newburyport/Rockport,12224,12862
2023/10/16 04:00:00+00,Kingston,6527,12863
2023/09/16 04:00:00+00,Fairmount,516,12864
2023/09/21 04:00:00+00,Franklin/Foxboro,9089,12865
2023/10/04 04:00:00+00,Framingham/Worcester,13713,12866
2023/10/12 04:00:00+00,Newburyport/Rockport,13568.5,12867
2023/09/28 04:00:00+00,Greenbush,4838,12868
2023/10/08 04:00:00+00,Framingham/Worcester,3761,12869
2023/10/16 04:00:00+00,Needham,6335.5,12870
2023/09/17 04:00:00+00,Providence/Stoughton,5955,12871
2023/09/21 04:00:00+00,Middleborough/Lakeville,6888,12872
2023/10/04 04:00:00+00,Franklin/Foxboro,8149.5,12873
2023/10/12 04:00:00+00,Framingham/Worcester,12912,12874
2023/09/28 04:00:00+00,Fairmount,3043,12875
2023/10/08 04:00:00+00,Franklin/Foxboro,1540,12876
2023/10/16 04:00:00+00,Fitchburg,6695,12877
2023/09/17 04:00:00+00,Newburyport/Rockport,7381,12878
2023/09/21 04:00:00+00,Lowell,7995.5,12879
2023/10/04 04:00:00+00,Middleborough/Lakeville,7614.5,12880
2023/10/12 04:00:00+00,Franklin/Foxboro,8730,12881
2023/09/29 04:00:00+00,Providence/Stoughton,17965.5,12882
2023/10/08 04:00:00+00,Middleborough/Lakeville,989,12883
2023/10/16 04:00:00+00,Greenbush,3996,12884
2023/09/17 04:00:00+00,Framingham/Worcester,3926,12885
2023/09/21 04:00:00+00,Haverhill,3517.5,12886
2023/10/04 04:00:00+00,Lowell,8246.5,12887
2023/10/12 04:00:00+00,Middleborough/Lakeville,6422.5,12888
2023/09/29 04:00:00+00,Newburyport/Rockport,12780.5,12889
2023/10/08 04:00:00+00,Lowell,2192,12890
2023/10/16 04:00:00+00,Fairmount,3416,12891
2023/09/17 04:00:00+00,Franklin/Foxboro,1576,12892
2023/09/21 04:00:00+00,Kingston,5209.5,12893
2023/10/04 04:00:00+00,Haverhill,4223.5,12894
2023/10/12 04:00:00+00,Lowell,9065.5,12895
2023/09/29 04:00:00+00,Framingham/Worcester,10243.5,12896
2023/10/08 04:00:00+00,Haverhill,1417,12897
2023/10/17 04:00:00+00,Providence/Stoughton,22946,12898
2023/09/17 04:00:00+00,Middleborough/Lakeville,1439.5,12899
2023/09/21 04:00:00+00,Needham,6251.5,12900
2023/10/04 04:00:00+00,Kingston,6321.5,12901
2023/10/04 04:00:00+00,Needham,6198.5,12902
2023/10/04 04:00:00+00,Fitchburg,5019.5,12903
2023/10/04 04:00:00+00,Greenbush,4581,12904
2023/10/04 04:00:00+00,Fairmount,3859.5,12905
2023/10/05 04:00:00+00,Providence/Stoughton,21753.5,12906
2023/10/05 04:00:00+00,Newburyport/Rockport,12910,12907
2023/10/05 04:00:00+00,Framingham/Worcester,14597.5,12908
2023/10/05 04:00:00+00,Franklin/Foxboro,8475.5,12909
2023/10/05 04:00:00+00,Middleborough/Lakeville,7394.5,12910
2023/10/05 04:00:00+00,Lowell,8568.5,12911
2023/10/05 04:00:00+00,Haverhill,3791,12912
2023/10/05 04:00:00+00,Kingston,6144,12913
2023/10/05 04:00:00+00,Needham,6160.5,12914
2023/10/05 04:00:00+00,Fitchburg,5176,12915
2023/10/05 04:00:00+00,Greenbush,4922.5,12916
2023/10/05 04:00:00+00,Fairmount,3742.5,12917
2023/10/06 04:00:00+00,Providence/Stoughton,20051,12918
2023/10/06 04:00:00+00,Newburyport/Rockport,14198,12919
2023/10/06 04:00:00+00,Framingham/Worcester,12725.5,12920
2023/10/06 04:00:00+00,Franklin/Foxboro,7603,12921
2023/10/06 04:00:00+00,Middleborough/Lakeville,6600,12922
2023/10/06 04:00:00+00,Lowell,8278.5,12923
2023/10/06 04:00:00+00,Haverhill,4053.5,12924
2023/10/06 04:00:00+00,Kingston,5580.5,12925
2023/10/06 04:00:00+00,Needham,5510,12926
2023/10/06 04:00:00+00,Fitchburg,5379,12927
2023/10/06 04:00:00+00,Greenbush,3874,12928
2023/10/06 04:00:00+00,Fairmount,3350.5,12929
2023/10/07 04:00:00+00,Providence/Stoughton,6307,12930
2023/10/07 04:00:00+00,Newburyport/Rockport,12868,12931
2023/10/07 04:00:00+00,Framingham/Worcester,4346,12932
2023/10/07 04:00:00+00,Franklin/Foxboro,1610,12933
2023/10/07 04:00:00+00,Middleborough/Lakeville,1079,12934
2023/10/07 04:00:00+00,Lowell,2321,12935
2023/10/07 04:00:00+00,Haverhill,1417,12936
2023/10/07 04:00:00+00,Kingston,520,12937
2023/10/07 04:00:00+00,Needham,594,12938
2023/10/07 04:00:00+00,Fitchburg,1720,12939
2023/09/29 04:00:00+00,Haverhill,4274,12940
2023/10/08 04:00:00+00,Kingston,201,12941
2023/09/29 04:00:00+00,Franklin/Foxboro,7073,12942
2023/10/17 04:00:00+00,Newburyport/Rockport,15334,12943
2023/09/21 04:00:00+00,Fitchburg,6095,12944
2023/10/12 04:00:00+00,Haverhill,3643,12945
2023/09/17 04:00:00+00,Lowell,2176,12946
2023/10/08 04:00:00+00,Needham,482,12947
2023/09/29 04:00:00+00,Middleborough/Lakeville,6956,12948
2023/10/17 04:00:00+00,Framingham/Worcester,14468,12949
2023/09/21 04:00:00+00,Greenbush,4685.5,12950
2023/09/29 04:00:00+00,Kingston,4643,12951
2023/10/12 04:00:00+00,Kingston,6383,12952
2023/09/17 04:00:00+00,Haverhill,903,12953
2023/10/08 04:00:00+00,Fitchburg,2513,12954
2023/09/29 04:00:00+00,Lowell,7658.5,12955
2023/10/17 04:00:00+00,Franklin/Foxboro,10540,12956
2023/09/21 04:00:00+00,Fairmount,2995.5,12957
2023/09/29 04:00:00+00,Needham,5102,12958
2023/10/12 04:00:00+00,Needham,6125,12959
2023/09/17 04:00:00+00,Kingston,326,12960
2023/10/08 04:00:00+00,Greenbush,383,12961
2023/10/17 04:00:00+00,Middleborough/Lakeville,7022,12962
2023/09/22 04:00:00+00,Providence/Stoughton,19942.5,12963
2023/09/29 04:00:00+00,Fitchburg,4792,12964
2023/10/12 04:00:00+00,Fitchburg,5438.5,12965
2023/09/17 04:00:00+00,Needham,550,12966
2023/10/08 04:00:00+00,Fairmount,691,12967
2023/10/17 04:00:00+00,Lowell,9127,12968
2023/09/22 04:00:00+00,Newburyport/Rockport,11012,12969
2023/09/29 04:00:00+00,Greenbush,3751,12970
2023/10/12 04:00:00+00,Greenbush,4326,12971
2023/09/17 04:00:00+00,Fitchburg,2927,12972
2023/10/09 04:00:00+00,Providence/Stoughton,17519,12973
2023/10/17 04:00:00+00,Haverhill,3854.5,12974
2023/09/22 04:00:00+00,Framingham/Worcester,11657,12975
2023/09/29 04:00:00+00,Fairmount,3278,12976
2023/10/12 04:00:00+00,Fairmount,2979.5,12977
2023/09/17 04:00:00+00,Greenbush,579,12978
2023/10/09 04:00:00+00,Newburyport/Rockport,14854.5,12979
2023/10/17 04:00:00+00,Kingston,6441.5,12980
2023/09/22 04:00:00+00,Franklin/Foxboro,8733.5,12981
2023/09/30 04:00:00+00,Providence/Stoughton,4098,12982
2023/10/13 04:00:00+00,Providence/Stoughton,18945.5,12983
2023/09/17 04:00:00+00,Fairmount,480,12984
2023/10/09 04:00:00+00,Framingham/Worcester,8795,12985
2023/10/17 04:00:00+00,Needham,6120,12986
2023/09/22 04:00:00+00,Middleborough/Lakeville,5940.5,12987
2023/09/30 04:00:00+00,Newburyport/Rockport,8813,12988
2023/10/13 04:00:00+00,Newburyport/Rockport,15076.5,12989
2023/09/18 04:00:00+00,Providence/Stoughton,18791,12990
2023/10/09 04:00:00+00,Franklin/Foxboro,5506,12991
2023/10/17 04:00:00+00,Fitchburg,6591,12992
2023/09/22 04:00:00+00,Lowell,7465,12993
2023/09/30 04:00:00+00,Framingham/Worcester,4654,12994
2023/10/13 04:00:00+00,Framingham/Worcester,11381,12995
2023/09/18 04:00:00+00,Newburyport/Rockport,10288.5,12996
2023/10/09 04:00:00+00,Middleborough/Lakeville,5642,12997
2023/10/17 04:00:00+00,Greenbush,4668.5,12998
2023/09/22 04:00:00+00,Haverhill,3597,12999
2023/09/30 04:00:00+00,Franklin/Foxboro,1157,13000
2023/10/13 04:00:00+00,Franklin/Foxboro,8321,13001
2023/09/18 04:00:00+00,Framingham/Worcester,11661,13002
2023/10/17 04:00:00+00,Fairmount,3782,13003
2023/10/09 04:00:00+00,Lowell,7144.5,13004
2023/09/22 04:00:00+00,Kingston,4867.5,13005
2023/09/30 04:00:00+00,Middleborough/Lakeville,1146,13006
2023/09/30 04:00:00+00,Lowell,2483,13007
2023/09/30 04:00:00+00,Haverhill,1305,13008
2023/09/30 04:00:00+00,Kingston,451,13009
2023/09/30 04:00:00+00,Needham,474,13010
2023/09/30 04:00:00+00,Fitchburg,1901,13011
2023/09/30 04:00:00+00,Greenbush,312,13012
2023/09/30 04:00:00+00,Fairmount,452,13013
2023/10/01 04:00:00+00,Providence/Stoughton,5118,13014
2023/10/01 04:00:00+00,Newburyport/Rockport,9019,13015
2023/10/01 04:00:00+00,Framingham/Worcester,4344,13016
2023/10/01 04:00:00+00,Franklin/Foxboro,1273,13017
2023/10/01 04:00:00+00,Middleborough/Lakeville,773,13018
2023/10/01 04:00:00+00,Lowell,2636,13019
2023/10/01 04:00:00+00,Haverhill,861,13020
2023/10/01 04:00:00+00,Kingston,238,13021
2023/10/01 04:00:00+00,Needham,381,13022
2023/10/01 04:00:00+00,Fitchburg,2466,13023
2023/10/01 04:00:00+00,Greenbush,345,13024
2023/10/01 04:00:00+00,Fairmount,484,13025
2023/10/02 04:00:00+00,Providence/Stoughton,20647,13026
2023/10/02 04:00:00+00,Newburyport/Rockport,11433.5,13027
2023/10/02 04:00:00+00,Framingham/Worcester,11282.5,13028
2023/10/02 04:00:00+00,Franklin/Foxboro,7186.5,13029
2023/10/02 04:00:00+00,Middleborough/Lakeville,7970,13030
2023/10/02 04:00:00+00,Lowell,6464.5,13031
2023/10/02 04:00:00+00,Haverhill,3898,13032
2023/10/02 04:00:00+00,Kingston,6478.5,13033
2023/10/02 04:00:00+00,Needham,4607,13034
2023/10/02 04:00:00+00,Fitchburg,4747,13035
2023/10/02 04:00:00+00,Greenbush,4016,13036
2023/10/02 04:00:00+00,Fairmount,3375.5,13037
2023/10/03 04:00:00+00,Providence/Stoughton,21729,13038
2023/10/03 04:00:00+00,Newburyport/Rockport,12524.5,13039
2023/10/03 04:00:00+00,Framingham/Worcester,13148,13040
2023/10/03 04:00:00+00,Franklin/Foxboro,7808,13041
2023/10/03 04:00:00+00,Middleborough/Lakeville,8562,13042
2023/10/03 04:00:00+00,Lowell,8253,13043
2023/10/03 04:00:00+00,Haverhill,3858.5,13044
2023/10/03 04:00:00+00,Kingston,6528.5,13045
2023/10/13 04:00:00+00,Middleborough/Lakeville,6461,13046
2023/09/18 04:00:00+00,Franklin/Foxboro,8899,13047
2023/10/18 04:00:00+00,Providence/Stoughton,22015,13048
2023/09/22 04:00:00+00,Needham,4244,13049
2023/10/13 04:00:00+00,Lowell,8663,13050
2023/09/18 04:00:00+00,Middleborough/Lakeville,7341,13051
2023/10/18 04:00:00+00,Newburyport/Rockport,15799,13052
2023/09/22 04:00:00+00,Fitchburg,5301.5,13053
2023/10/13 04:00:00+00,Haverhill,3233.5,13054
2023/09/18 04:00:00+00,Lowell,7012.5,13055
2023/10/18 04:00:00+00,Framingham/Worcester,14840.5,13056
2023/09/22 04:00:00+00,Greenbush,3320.5,13057
2023/10/13 04:00:00+00,Kingston,4990.5,13058
2023/09/18 04:00:00+00,Haverhill,3910.5,13059
2023/10/18 04:00:00+00,Franklin/Foxboro,10510.5,13060
2023/09/22 04:00:00+00,Fairmount,53,13061
2023/10/13 04:00:00+00,Needham,5121.5,13062
2023/09/18 04:00:00+00,Kingston,4483,13063
2023/10/18 04:00:00+00,Middleborough/Lakeville,6525,13064
2023/09/23 04:00:00+00,Providence/Stoughton,3971,13065
2023/10/13 04:00:00+00,Fitchburg,5751.5,13066
2023/09/18 04:00:00+00,Needham,4848,13067
2023/10/18 04:00:00+00,Lowell,8893.5,13068
2023/09/23 04:00:00+00,Newburyport/Rockport,6569,13069
2023/10/13 04:00:00+00,Greenbush,2970,13070
2023/09/18 04:00:00+00,Fitchburg,5449,13071
2023/10/18 04:00:00+00,Haverhill,3956.5,13072
2023/09/23 04:00:00+00,Framingham/Worcester,5232,13073
2023/10/13 04:00:00+00,Fairmount,3065,13074
2023/09/18 04:00:00+00,Greenbush,6896,13075
2023/10/18 04:00:00+00,Kingston,6089,13076
2023/09/23 04:00:00+00,Franklin/Foxboro,1216,13077
2023/10/14 04:00:00+00,Providence/Stoughton,6105,13078
2023/09/18 04:00:00+00,Fairmount,2715,13079
2023/10/18 04:00:00+00,Needham,6369,13080
2023/09/23 04:00:00+00,Middleborough/Lakeville,1023,13081
2023/10/14 04:00:00+00,Newburyport/Rockport,14836,13082
2023/09/19 04:00:00+00,Providence/Stoughton,19677.5,13083
2023/10/18 04:00:00+00,Fitchburg,6443.5,13084
2023/09/23 04:00:00+00,Lowell,1863,13085
2023/10/14 04:00:00+00,Framingham/Worcester,4594,13086
2023/09/19 04:00:00+00,Newburyport/Rockport,11452.5,13087
2023/10/18 04:00:00+00,Greenbush,4477.5,13088
2023/09/23 04:00:00+00,Haverhill,1976,13089
2023/10/14 04:00:00+00,Franklin/Foxboro,2055,13090
2023/09/19 04:00:00+00,Framingham/Worcester,13961.5,13091
2023/10/18 04:00:00+00,Fairmount,4091.5,13092
2023/09/23 04:00:00+00,Kingston,493,13093
2023/10/14 04:00:00+00,Middleborough/Lakeville,1402,13094
2023/09/19 04:00:00+00,Franklin/Foxboro,9078,13095
2023/10/19 04:00:00+00,Providence/Stoughton,20939.5,13096
2023/09/23 04:00:00+00,Needham,567,13097
2023/10/14 04:00:00+00,Lowell,1605,13098
2023/09/19 04:00:00+00,Middleborough/Lakeville,6913.5,13099
2023/10/19 04:00:00+00,Newburyport/Rockport,16323,13100
2023/09/23 04:00:00+00,Fitchburg,1977,13101
2023/10/14 04:00:00+00,Haverhill,1718,13102
2023/09/19 04:00:00+00,Lowell,7430.5,13103
2023/10/19 04:00:00+00,Framingham/Worcester,14629.5,13104
2023/09/23 04:00:00+00,Greenbush,355,13105
2023/10/14 04:00:00+00,Kingston,678,13106
2023/09/19 04:00:00+00,Haverhill,3656.5,13107
2023/10/19 04:00:00+00,Franklin/Foxboro,10406,13108
2023/09/24 04:00:00+00,Providence/Stoughton,5304,13109
2023/10/14 04:00:00+00,Needham,902,13110
2023/09/19 04:00:00+00,Kingston,5547.5,13111
2023/09/19 04:00:00+00,Needham,6184.5,13112
2023/09/19 04:00:00+00,Fitchburg,5590.5,13113
2023/09/19 04:00:00+00,Greenbush,4701.5,13114
2023/09/19 04:00:00+00,Fairmount,2954,13115
2023/09/20 04:00:00+00,Providence/Stoughton,20926.5,13116
2023/09/20 04:00:00+00,Newburyport/Rockport,11133.5,13117
2023/09/20 04:00:00+00,Framingham/Worcester,13592.5,13118
2023/09/20 04:00:00+00,Franklin/Foxboro,8622.5,13119
2023/09/20 04:00:00+00,Middleborough/Lakeville,6798,13120
2023/09/20 04:00:00+00,Lowell,6733,13121
2023/09/20 04:00:00+00,Haverhill,3626,13122
2023/09/20 04:00:00+00,Kingston,5833,13123
2023/09/20 04:00:00+00,Needham,6307,13124
2023/09/20 04:00:00+00,Fitchburg,6104,13125
2023/09/20 04:00:00+00,Greenbush,4745.5,13126
2023/09/20 04:00:00+00,Fairmount,2917.5,13127
2023/10/09 04:00:00+00,Haverhill,3679.5,13128
2023/09/24 04:00:00+00,Newburyport/Rockport,6803,13129
2023/10/14 04:00:00+00,Fitchburg,2771,13130
2023/10/19 04:00:00+00,Middleborough/Lakeville,6528.5,13131
2023/10/09 04:00:00+00,Kingston,5160,13132
2023/09/24 04:00:00+00,Framingham/Worcester,4395,13133
2023/10/14 04:00:00+00,Greenbush,805,13134
2023/10/19 04:00:00+00,Lowell,8542,13135
2023/10/09 04:00:00+00,Needham,4530.5,13136
2023/09/24 04:00:00+00,Franklin/Foxboro,1183,13137
2023/10/14 04:00:00+00,Fairmount,756,13138
2023/10/19 04:00:00+00,Haverhill,3779.5,13139
2023/10/09 04:00:00+00,Fitchburg,4902,13140
2023/09/24 04:00:00+00,Middleborough/Lakeville,870,13141
2023/10/15 04:00:00+00,Providence/Stoughton,5629,13142
2023/10/19 04:00:00+00,Kingston,6034.5,13143
2023/10/09 04:00:00+00,Greenbush,2828.5,13144
2023/09/24 04:00:00+00,Lowell,2272,13145
2023/10/15 04:00:00+00,Newburyport/Rockport,15195,13146
2023/10/19 04:00:00+00,Needham,6118,13147
2023/10/09 04:00:00+00,Fairmount,2494.5,13148
2023/09/24 04:00:00+00,Haverhill,1213,13149
2023/10/15 04:00:00+00,Framingham/Worcester,4214,13150
2023/10/19 04:00:00+00,Fitchburg,6765.5,13151
2023/10/10 04:00:00+00,Providence/Stoughton,19795.5,13152
2023/09/24 04:00:00+00,Kingston,403,13153
2023/10/15 04:00:00+00,Franklin/Foxboro,1235,13154
2023/10/19 04:00:00+00,Greenbush,4372.5,13155
2023/10/10 04:00:00+00,Newburyport/Rockport,13912.5,13156
2023/09/24 04:00:00+00,Needham,435,13157
2023/10/15 04:00:00+00,Middleborough/Lakeville,1088,13158
2023/10/19 04:00:00+00,Fairmount,4312,13159
2023/10/10 04:00:00+00,Framingham/Worcester,14179,13160
2023/09/24 04:00:00+00,Fitchburg,2841,13161
2023/10/15 04:00:00+00,Lowell,2075,13162
2023/10/20 04:00:00+00,Providence/Stoughton,19537,13163
2023/10/10 04:00:00+00,Franklin/Foxboro,9662,13164
2023/09/24 04:00:00+00,Greenbush,504,13165
2023/10/15 04:00:00+00,Haverhill,1400,13166
2023/10/20 04:00:00+00,Newburyport/Rockport,15151.5,13167
2023/10/10 04:00:00+00,Middleborough/Lakeville,6859.5,13168
2023/09/25 04:00:00+00,Providence/Stoughton,18909.5,13169
2023/10/15 04:00:00+00,Kingston,185,13170
2023/10/20 04:00:00+00,Framingham/Worcester,13909,13171
2023/10/10 04:00:00+00,Lowell,8350,13172
2023/09/25 04:00:00+00,Newburyport/Rockport,11019.5,13173
2023/10/15 04:00:00+00,Needham,443,13174
2023/10/20 04:00:00+00,Franklin/Foxboro,9468,13175
2023/10/10 04:00:00+00,Haverhill,3929,13176
2023/09/25 04:00:00+00,Framingham/Worcester,12171,13177
2023/10/15 04:00:00+00,Fitchburg,2300,13178
2023/10/10 04:00:00+00,Kingston,6450.5,13179
2023/09/25 04:00:00+00,Franklin/Foxboro,7861.5,13180
2023/10/15 04:00:00+00,Greenbush,557,13181
2023/10/10 04:00:00+00,Needham,5762.5,13182
2023/10/15 04:00:00+00,Fairmount,885,13183
2023/10/10 04:00:00+00,Fitchburg,6204,13184
2023/10/16 04:00:00+00,Providence/Stoughton,20957,13185
2023/10/10 04:00:00+00,Greenbush,4448.5,13186
2023/10/16 04:00:00+00,Newburyport/Rockport,14554.5,13187
2023/10/10 04:00:00+00,Fairmount,2993.5,13188
2023/10/11 04:00:00+00,Providence/Stoughton,20806,13189
2023/10/11 04:00:00+00,Newburyport/Rockport,15468,13190
2023/10/11 04:00:00+00,Framingham/Worcester,13912.5,13191
2023/10/11 04:00:00+00,Franklin/Foxboro,8740.5,13192
2023/10/11 04:00:00+00,Middleborough/Lakeville,6952,13193
2023/10/11 04:00:00+00,Lowell,9113,13194
2023/10/11 04:00:00+00,Haverhill,3793,13195
2023/10/11 04:00:00+00,Kingston,5585.5,13196
2023/10/11 04:00:00+00,Needham,6408.5,13197
2023/10/11 04:00:00+00,Fitchburg,7045.5,13198
2023/10/11 04:00:00+00,Greenbush,5019.5,13199
2023/10/11 04:00:00+00,Fairmount,3302.5,13200
2023/10/24 04:00:00+00,Haverhill,3785.5,13201
2023/10/24 04:00:00+00,Kingston,4507,13202
2023/10/24 04:00:00+00,Needham,5998.5,13203
2023/10/24 04:00:00+00,Fitchburg,6572,13204
2023/10/24 04:00:00+00,Greenbush,4966.5,13205
2023/10/24 04:00:00+00,Fairmount,3528,13206
2023/10/25 04:00:00+00,Providence/Stoughton,20990,13207
2023/10/25 04:00:00+00,Newburyport/Rockport,13341,13208
2023/10/25 04:00:00+00,Framingham/Worcester,13749,13209
2023/10/25 04:00:00+00,Franklin/Foxboro,10560.5,13210
2023/10/25 04:00:00+00,Middleborough/Lakeville,6971.5,13211
2023/10/25 04:00:00+00,Lowell,8495,13212
2023/10/25 04:00:00+00,Haverhill,3838,13213
2023/11/10 05:00:00+00,Framingham/Worcester,12800,13214
2023/10/20 04:00:00+00,Middleborough/Lakeville,6993,13215
2023/11/14 05:00:00+00,Middleborough/Lakeville,9035,13216
2023/10/25 04:00:00+00,Kingston,3275,13217
2023/10/25 04:00:00+00,Needham,5920.5,13218
2023/10/25 04:00:00+00,Fitchburg,6851.5,13219
2023/10/25 04:00:00+00,Greenbush,4514.5,13220
2023/10/25 04:00:00+00,Fairmount,3764.5,13221
2023/10/26 04:00:00+00,Providence/Stoughton,20953.5,13222
2023/11/01 04:00:00+00,Greenbush,5215,13223
2023/10/26 04:00:00+00,Newburyport/Rockport,13678,13224
2023/10/26 04:00:00+00,Framingham/Worcester,14457,13225
2023/10/26 04:00:00+00,Franklin/Foxboro,11287.5,13226
2023/10/26 04:00:00+00,Middleborough/Lakeville,7295.5,13227
2023/10/26 04:00:00+00,Lowell,8863,13228
2023/10/26 04:00:00+00,Haverhill,3787,13229
2023/10/26 04:00:00+00,Kingston,3611,13230
2023/10/26 04:00:00+00,Needham,6265.5,13231
2023/10/26 04:00:00+00,Fitchburg,7136,13232
2023/10/26 04:00:00+00,Greenbush,4047,13233
2023/10/26 04:00:00+00,Fairmount,3761.5,13234
2023/10/27 04:00:00+00,Providence/Stoughton,18523,13235
2023/10/27 04:00:00+00,Newburyport/Rockport,14691,13236
2023/10/27 04:00:00+00,Framingham/Worcester,12742,13237
2023/10/27 04:00:00+00,Franklin/Foxboro,11428,13238
2023/10/27 04:00:00+00,Middleborough/Lakeville,6951,13239
2023/10/27 04:00:00+00,Lowell,9303,13240
2023/10/27 04:00:00+00,Haverhill,3619,13241
2023/10/27 04:00:00+00,Kingston,4427,13242
2023/10/27 04:00:00+00,Needham,5649.5,13243
2023/10/27 04:00:00+00,Fitchburg,6581,13244
2023/10/27 04:00:00+00,Greenbush,3502.5,13245
2023/10/27 04:00:00+00,Fairmount,3724,13246
2023/10/28 04:00:00+00,Providence/Stoughton,5519,13247
2023/10/28 04:00:00+00,Newburyport/Rockport,16995,13248
2023/10/28 04:00:00+00,Framingham/Worcester,5388,13249
2023/10/28 04:00:00+00,Franklin/Foxboro,3015,13250
2023/10/28 04:00:00+00,Middleborough/Lakeville,1328,13251
2023/10/28 04:00:00+00,Lowell,1390,13252
2023/10/28 04:00:00+00,Haverhill,507,13253
2023/10/28 04:00:00+00,Kingston,676,13254
2023/10/28 04:00:00+00,Needham,860,13255
2023/11/18 05:00:00+00,Haverhill,1249,13256
2023/10/20 04:00:00+00,Lowell,7800,13257
2023/11/10 05:00:00+00,Franklin/Foxboro,6802,13258
2023/11/18 05:00:00+00,Kingston,800,13259
2023/11/14 05:00:00+00,Lowell,8409.5,13260
2023/10/28 04:00:00+00,Fitchburg,2842,13261
2023/11/01 04:00:00+00,Fairmount,3430.5,13262
2023/10/20 04:00:00+00,Haverhill,3737,13263
2023/11/10 05:00:00+00,Middleborough/Lakeville,5652,13264
2023/11/18 05:00:00+00,Needham,775,13265
2023/11/14 05:00:00+00,Haverhill,5793,13266
2023/10/28 04:00:00+00,Greenbush,1025,13267
2023/11/02 04:00:00+00,Providence/Stoughton,21064,13268
2023/10/20 04:00:00+00,Kingston,5809,13269
2023/11/10 05:00:00+00,Lowell,7727,13270
2023/11/18 05:00:00+00,Fitchburg,911,13271
2023/11/14 05:00:00+00,Kingston,5951.5,13272
2023/10/28 04:00:00+00,Fairmount,1016,13273
2023/11/02 04:00:00+00,Newburyport/Rockport,13099.5,13274
2023/10/20 04:00:00+00,Needham,5225.5,13275
2023/11/10 05:00:00+00,Haverhill,5082,13276
2023/11/18 05:00:00+00,Greenbush,849,13277
2023/11/14 05:00:00+00,Needham,6644,13278
2023/10/29 04:00:00+00,Providence/Stoughton,4793,13279
2023/11/02 04:00:00+00,Framingham/Worcester,12994,13280
2023/10/20 04:00:00+00,Fitchburg,6561.5,13281
2023/11/10 05:00:00+00,Kingston,4652.5,13282
2023/11/18 05:00:00+00,Fairmount,841,13283
2023/11/14 05:00:00+00,Fitchburg,6267,13284
2023/10/29 04:00:00+00,Newburyport/Rockport,11468,13285
2023/11/02 04:00:00+00,Franklin/Foxboro,8930.5,13286
2023/10/20 04:00:00+00,Greenbush,3432.5,13287
2023/11/10 05:00:00+00,Needham,3905.5,13288
2023/11/19 05:00:00+00,Providence/Stoughton,4824,13289
2023/11/14 05:00:00+00,Greenbush,5112,13290
2023/10/29 04:00:00+00,Framingham/Worcester,2446,13291
2023/11/02 04:00:00+00,Middleborough/Lakeville,7880.5,13292
2023/10/20 04:00:00+00,Fairmount,3814.5,13293
2023/11/10 05:00:00+00,Fitchburg,6462.5,13294
2023/11/19 05:00:00+00,Newburyport/Rockport,2387,13295
2023/11/14 05:00:00+00,Fairmount,3978.5,13296
2023/10/29 04:00:00+00,Franklin/Foxboro,1487,13297
2023/11/02 04:00:00+00,Lowell,8345,13298
2023/10/21 04:00:00+00,Providence/Stoughton,5519,13299
2023/11/10 05:00:00+00,Greenbush,3333,13300
2023/11/19 05:00:00+00,Framingham/Worcester,2515,13301
2023/11/15 05:00:00+00,Providence/Stoughton,28395,13302
2023/10/29 04:00:00+00,Middleborough/Lakeville,1170,13303
2023/11/02 04:00:00+00,Haverhill,4004,13304
2023/10/21 04:00:00+00,Newburyport/Rockport,16995,13305
2023/11/10 05:00:00+00,Fairmount,2391,13306
2023/11/19 05:00:00+00,Franklin/Foxboro,1344,13307
2023/11/15 05:00:00+00,Newburyport/Rockport,11761,13308
2023/10/29 04:00:00+00,Lowell,793,13309
2023/11/02 04:00:00+00,Kingston,5570,13310
2023/10/21 04:00:00+00,Framingham/Worcester,5388,13311
2023/11/11 05:00:00+00,Providence/Stoughton,9254,13312
2023/11/19 05:00:00+00,Middleborough/Lakeville,2667,13313
2023/11/15 05:00:00+00,Framingham/Worcester,14828,13314
2023/10/29 04:00:00+00,Haverhill,756,13315
2023/11/02 04:00:00+00,Needham,4365,13316
2023/10/21 04:00:00+00,Franklin/Foxboro,3015,13317
2023/11/11 05:00:00+00,Newburyport/Rockport,6610,13318
2023/11/19 05:00:00+00,Lowell,960,13319
2023/11/15 05:00:00+00,Franklin/Foxboro,11812,13320
2023/10/29 04:00:00+00,Kingston,438,13321
2023/11/02 04:00:00+00,Fitchburg,7738,13322
2023/10/21 04:00:00+00,Middleborough/Lakeville,1328,13323
2023/11/11 05:00:00+00,Framingham/Worcester,4721,13324
2023/11/19 05:00:00+00,Haverhill,552,13325
2023/11/19 05:00:00+00,Kingston,1005,13326
2023/11/19 05:00:00+00,Needham,378,13327
