service_date,line,estimated_boardings,ObjectId
2021/08/22 04:00:00+00,Middleborough/Lakeville,655,3650
2021/09/08 04:00:00+00,Newburyport/Rockport,7876,3651
2021/09/08 04:00:00+00,Framingham/Worcester,4663,3652
2021/09/08 04:00:00+00,Franklin/Foxboro,3937,3653
2021/09/08 04:00:00+00,Middleborough/Lakeville,3256,3654
2021/09/08 04:00:00+00,Lowell,3826,3655
2021/09/08 04:00:00+00,Haverhill,2362,3656
2021/09/08 04:00:00+00,Kingston,2255,3657
2021/09/08 04:00:00+00,Needham,1508,3658
2021/09/08 04:00:00+00,Fitchburg,3228,3659
2021/09/08 04:00:00+00,Greenbush,1885,3660
2021/09/08 04:00:00+00,Fairmount,1480,3661
2021/09/09 04:00:00+00,Providence/Stoughton,8574,3662
2021/09/09 04:00:00+00,Newburyport/Rockport,6499,3663
2021/09/09 04:00:00+00,Framingham/Worcester,5623,3664
2021/09/09 04:00:00+00,Franklin/Foxboro,3781,3665
2021/09/09 04:00:00+00,Middleborough/Lakeville,3095,3666
2021/09/09 04:00:00+00,Lowell,3702,3667
2021/09/09 04:00:00+00,Haverhill,2116,3668
2021/09/09 04:00:00+00,Kingston,2580,3669
2021/09/09 04:00:00+00,Needham,2012,3670
2021/09/09 04:00:00+00,Fitchburg,3177,3671
2021/09/09 04:00:00+00,Greenbush,1783,3672
2021/09/09 04:00:00+00,Fairmount,1459,3673
2021/09/10 04:00:00+00,Providence/Stoughton,8887,3674
2021/09/10 04:00:00+00,Newburyport/Rockport,7248,3675
2021/09/10 04:00:00+00,Framingham/Worcester,5218,3676
2021/09/10 04:00:00+00,Franklin/Foxboro,3519,3677
2021/09/10 04:00:00+00,Middleborough/Lakeville,2826,3678
2021/08/09 04:00:00+00,Fairmount,1078,3679
2021/08/14 04:00:00+00,Newburyport/Rockport,3491,3680
2021/09/10 04:00:00+00,Lowell,3455,3681
2021/09/10 04:00:00+00,Haverhill,2298,3682
2021/09/10 04:00:00+00,Kingston,1968,3683
2021/09/10 04:00:00+00,Needham,2183,3684
2021/09/10 04:00:00+00,Fitchburg,3299,3685
2021/09/10 04:00:00+00,Greenbush,2079,3686
2021/09/10 04:00:00+00,Fairmount,1460,3687
2021/09/11 04:00:00+00,Providence/Stoughton,2764,3688
2021/09/11 04:00:00+00,Newburyport/Rockport,6179,3689
2021/09/11 04:00:00+00,Framingham/Worcester,3543,3690
2021/09/11 04:00:00+00,Franklin/Foxboro,889,3691
2021/09/11 04:00:00+00,Middleborough/Lakeville,897,3692
2021/09/11 04:00:00+00,Lowell,1628,3693
2021/09/11 04:00:00+00,Haverhill,977,3694
2021/09/11 04:00:00+00,Kingston,338,3695
2021/09/11 04:00:00+00,Needham,268,3696
2021/09/11 04:00:00+00,Fitchburg,1081,3697
2021/09/11 04:00:00+00,Greenbush,260,3698
2021/09/11 04:00:00+00,Fairmount,323,3699
2021/09/12 04:00:00+00,Providence/Stoughton,3938,3700
2021/09/12 04:00:00+00,Newburyport/Rockport,4868,3701
2021/09/12 04:00:00+00,Framingham/Worcester,1820,3702
2021/08/26 04:00:00+00,Kingston,1697,3703
2021/08/10 04:00:00+00,Providence/Stoughton,7044,3704
2021/08/14 04:00:00+00,Framingham/Worcester,3111,3705
2021/08/26 04:00:00+00,Needham,1356,3706
2021/08/10 04:00:00+00,Newburyport/Rockport,5012,3707
2021/08/14 04:00:00+00,Franklin/Foxboro,1077,3708
2021/08/26 04:00:00+00,Fitchburg,2989,3709
2021/08/10 04:00:00+00,Framingham/Worcester,4261,3710
2021/08/14 04:00:00+00,Middleborough/Lakeville,953,3711
2021/08/26 04:00:00+00,Greenbush,1232,3712
2021/08/10 04:00:00+00,Franklin/Foxboro,3387,3713
2021/08/14 04:00:00+00,Lowell,1329,3714
2021/08/26 04:00:00+00,Fairmount,1361,3715
2021/08/10 04:00:00+00,Middleborough/Lakeville,2083,3716
2021/08/14 04:00:00+00,Haverhill,847,3717
2021/08/27 04:00:00+00,Providence/Stoughton,7961,3718
2021/08/10 04:00:00+00,Lowell,2808,3719
2021/08/14 04:00:00+00,Kingston,491,3720
2021/08/27 04:00:00+00,Newburyport/Rockport,7461,3721
2021/08/10 04:00:00+00,Haverhill,2504,3722
2021/08/14 04:00:00+00,Needham,127,3723
2021/08/27 04:00:00+00,Framingham/Worcester,3976,3724
2021/08/10 04:00:00+00,Kingston,1690,3725
2021/08/14 04:00:00+00,Fitchburg,1039,3726
2021/08/27 04:00:00+00,Franklin/Foxboro,2761,3727
2021/08/10 04:00:00+00,Needham,1170,3728
2021/08/14 04:00:00+00,Greenbush,371,3729
2021/08/27 04:00:00+00,Middleborough/Lakeville,1997,3730
2021/08/10 04:00:00+00,Fitchburg,2057,3731
2021/08/14 04:00:00+00,Fairmount,396,3732
2021/08/27 04:00:00+00,Lowell,3416,3733
2021/08/10 04:00:00+00,Greenbush,1123,3734
2021/08/15 04:00:00+00,Providence/Stoughton,3025,3735
2021/08/27 04:00:00+00,Haverhill,2820,3736
2021/08/10 04:00:00+00,Fairmount,1205,3737
2021/08/15 04:00:00+00,Newburyport/Rockport,3561,3738
2021/08/27 04:00:00+00,Kingston,1498,3739
2021/08/11 04:00:00+00,Providence/Stoughton,6687,3740
2021/08/15 04:00:00+00,Framingham/Worcester,1802,3741
2021/08/27 04:00:00+00,Needham,1190,3742
2021/08/11 04:00:00+00,Newburyport/Rockport,4612,3743
2021/08/15 04:00:00+00,Franklin/Foxboro,692,3744
2021/08/27 04:00:00+00,Fitchburg,2762,3745
2021/08/11 04:00:00+00,Framingham/Worcester,3850,3746
2021/08/15 04:00:00+00,Middleborough/Lakeville,843,3747
2021/08/27 04:00:00+00,Greenbush,1207,3748
2021/08/11 04:00:00+00,Franklin/Foxboro,3445,3749
2021/08/15 04:00:00+00,Lowell,1113,3750
2021/08/27 04:00:00+00,Fairmount,1211,3751
2021/08/11 04:00:00+00,Middleborough/Lakeville,2007,3752
2021/08/15 04:00:00+00,Haverhill,604,3753
2021/08/28 04:00:00+00,Providence/Stoughton,2648,3754
2021/08/11 04:00:00+00,Lowell,2628,3755
2021/08/15 04:00:00+00,Kingston,405,3756
2021/08/28 04:00:00+00,Newburyport/Rockport,5446,3757
2021/08/11 04:00:00+00,Haverhill,2769,3758
2021/08/15 04:00:00+00,Needham,367,3759
2021/08/28 04:00:00+00,Framingham/Worcester,2755,3760
2021/08/11 04:00:00+00,Kingston,1481,3761
2021/08/15 04:00:00+00,Fitchburg,783,3762
2021/08/28 04:00:00+00,Franklin/Foxboro,824,3763
2021/08/11 04:00:00+00,Needham,1196,3764
2021/08/15 04:00:00+00,Greenbush,186,3765
2021/08/28 04:00:00+00,Middleborough/Lakeville,1189,3766
2021/08/11 04:00:00+00,Fitchburg,2239,3767
2021/08/15 04:00:00+00,Fairmount,351,3768
2021/08/28 04:00:00+00,Lowell,1621,3769
2021/08/11 04:00:00+00,Greenbush,747,3770
2021/08/16 04:00:00+00,Providence/Stoughton,7728,3771
2021/08/28 04:00:00+00,Haverhill,1041,3772
2021/08/11 04:00:00+00,Fairmount,672,3773
2021/08/16 04:00:00+00,Newburyport/Rockport,5499,3774
2021/08/28 04:00:00+00,Kingston,445,3775
2021/08/12 04:00:00+00,Providence/Stoughton,7065,3776
2021/08/16 04:00:00+00,Framingham/Worcester,4276,3777
2021/08/28 04:00:00+00,Needham,367,3778
2021/08/12 04:00:00+00,Newburyport/Rockport,5776,3779
2021/08/16 04:00:00+00,Franklin/Foxboro,2976,3780
2021/08/28 04:00:00+00,Fitchburg,1269,3781
2021/08/22 04:00:00+00,Lowell,780,3782
2021/08/12 04:00:00+00,Framingham/Worcester,3993,3783
2021/09/03 04:00:00+00,Fairmount,1349,3784
2021/08/16 04:00:00+00,Middleborough/Lakeville,1190,3785
2021/08/28 04:00:00+00,Greenbush,337,3786
2021/08/22 04:00:00+00,Haverhill,563,3787
2021/08/12 04:00:00+00,Franklin/Foxboro,2777,3788
2021/09/04 04:00:00+00,Providence/Stoughton,3081,3789
2021/08/16 04:00:00+00,Lowell,2562,3790
2021/08/28 04:00:00+00,Fairmount,398,3791
2021/08/29 04:00:00+00,Providence/Stoughton,1956,3792
2021/08/29 04:00:00+00,Newburyport/Rockport,3586,3793
2021/08/29 04:00:00+00,Framingham/Worcester,2130,3794
2021/08/29 04:00:00+00,Franklin/Foxboro,747,3795
2021/08/29 04:00:00+00,Middleborough/Lakeville,688,3796
2021/08/29 04:00:00+00,Lowell,1022,3797
2021/08/29 04:00:00+00,Haverhill,831,3798
2021/08/29 04:00:00+00,Kingston,530,3799
2021/08/29 04:00:00+00,Needham,239,3800
2021/08/29 04:00:00+00,Fitchburg,889,3801
2021/08/29 04:00:00+00,Greenbush,252,3802
2021/08/29 04:00:00+00,Fairmount,397,3803
2021/08/30 04:00:00+00,Providence/Stoughton,7959,3804
2021/08/30 04:00:00+00,Newburyport/Rockport,6276,3805
2021/08/30 04:00:00+00,Framingham/Worcester,4148,3806
2021/08/30 04:00:00+00,Franklin/Foxboro,2968,3807
2021/08/30 04:00:00+00,Middleborough/Lakeville,2371,3808
2021/08/30 04:00:00+00,Lowell,3019,3809
2021/08/30 04:00:00+00,Haverhill,2517,3810
2021/08/30 04:00:00+00,Kingston,2053,3811
2021/08/30 04:00:00+00,Needham,1385,3812
2021/09/04 04:00:00+00,Newburyport/Rockport,6218,3813
2021/08/16 04:00:00+00,Haverhill,2321,3814
2021/08/12 04:00:00+00,Middleborough/Lakeville,1908,3815
2021/09/04 04:00:00+00,Framingham/Worcester,4099,3816
2021/08/22 04:00:00+00,Kingston,266,3817
2021/08/16 04:00:00+00,Kingston,1687,3818
2021/08/12 04:00:00+00,Lowell,2368,3819
2021/09/04 04:00:00+00,Franklin/Foxboro,567,3820
2021/08/22 04:00:00+00,Needham,75,3821
2021/08/16 04:00:00+00,Needham,1201,3822
2021/08/12 04:00:00+00,Haverhill,2330,3823
2021/09/04 04:00:00+00,Middleborough/Lakeville,1391,3824
2021/08/22 04:00:00+00,Fitchburg,565,3825
2021/08/16 04:00:00+00,Fitchburg,2285,3826
2021/08/12 04:00:00+00,Kingston,1363,3827
2021/09/04 04:00:00+00,Lowell,1681,3828
2021/08/22 04:00:00+00,Greenbush,272,3829
2021/08/16 04:00:00+00,Greenbush,943,3830
2021/08/12 04:00:00+00,Needham,802,3831
2021/09/04 04:00:00+00,Haverhill,1112,3832
2021/08/22 04:00:00+00,Fairmount,636,3833
2021/08/16 04:00:00+00,Fairmount,942,3834
2021/08/12 04:00:00+00,Fitchburg,2874,3835
2021/09/04 04:00:00+00,Kingston,427,3836
2021/08/23 04:00:00+00,Providence/Stoughton,7176,3837
2021/08/17 04:00:00+00,Providence/Stoughton,6246,3838
2021/08/12 04:00:00+00,Greenbush,811,3839
2021/09/04 04:00:00+00,Needham,371,3840
2021/08/23 04:00:00+00,Newburyport/Rockport,5915,3841
2021/08/17 04:00:00+00,Newburyport/Rockport,5505,3842
2021/08/12 04:00:00+00,Fairmount,1110,3843
2021/09/04 04:00:00+00,Fitchburg,1177,3844
2021/08/23 04:00:00+00,Framingham/Worcester,4632,3845
2021/08/17 04:00:00+00,Framingham/Worcester,4411,3846
2021/08/13 04:00:00+00,Providence/Stoughton,6720,3847
2021/09/04 04:00:00+00,Greenbush,355,3848
2021/08/23 04:00:00+00,Franklin/Foxboro,3202,3849
2021/08/17 04:00:00+00,Franklin/Foxboro,3508,3850
2021/08/13 04:00:00+00,Newburyport/Rockport,4420,3851
2021/09/04 04:00:00+00,Fairmount,311,3852
2021/08/23 04:00:00+00,Middleborough/Lakeville,2066,3853
2021/08/17 04:00:00+00,Middleborough/Lakeville,1923,3854
2021/08/13 04:00:00+00,Framingham/Worcester,3423,3855
2021/09/05 04:00:00+00,Providence/Stoughton,3048,3856
2021/08/23 04:00:00+00,Lowell,3447,3857
2021/08/17 04:00:00+00,Lowell,3484,3858
2021/08/13 04:00:00+00,Franklin/Foxboro,2279,3859
2021/09/05 04:00:00+00,Newburyport/Rockport,4400,3860
2021/08/23 04:00:00+00,Haverhill,2502,3861
2021/08/17 04:00:00+00,Haverhill,2524,3862
2021/08/13 04:00:00+00,Middleborough/Lakeville,1406,3863
2021/09/05 04:00:00+00,Framingham/Worcester,2634,3864
2021/08/23 04:00:00+00,Kingston,1506,3865
2021/08/17 04:00:00+00,Kingston,1128,3866
2021/08/13 04:00:00+00,Lowell,2421,3867
2021/09/05 04:00:00+00,Franklin/Foxboro,543,3868
2021/08/23 04:00:00+00,Needham,1223,3869
2021/08/17 04:00:00+00,Needham,957,3870
2021/08/13 04:00:00+00,Haverhill,2138,3871
2021/09/05 04:00:00+00,Middleborough/Lakeville,1054,3872
2021/08/23 04:00:00+00,Fitchburg,2650,3873
2021/08/17 04:00:00+00,Fitchburg,2845,3874
2021/08/13 04:00:00+00,Kingston,1184,3875
2021/09/05 04:00:00+00,Lowell,835,3876
2021/08/23 04:00:00+00,Greenbush,1251,3877
2021/08/17 04:00:00+00,Greenbush,1237,3878
2021/08/13 04:00:00+00,Needham,911,3879
2021/09/05 04:00:00+00,Haverhill,1021,3880
2021/08/23 04:00:00+00,Fairmount,967,3881
2021/08/17 04:00:00+00,Fairmount,1189,3882
2021/08/13 04:00:00+00,Fitchburg,2265,3883
2021/09/05 04:00:00+00,Kingston,586,3884
2021/08/24 04:00:00+00,Providence/Stoughton,7152,3885
2021/08/18 04:00:00+00,Providence/Stoughton,6108,3886
2021/08/13 04:00:00+00,Greenbush,827,3887
2021/09/05 04:00:00+00,Needham,256,3888
2021/08/24 04:00:00+00,Newburyport/Rockport,7395,3889
2021/08/18 04:00:00+00,Newburyport/Rockport,6061,3890
2021/08/13 04:00:00+00,Fairmount,988,3891
2021/09/05 04:00:00+00,Fitchburg,978,3892
2021/08/24 04:00:00+00,Framingham/Worcester,4477,3893
2021/08/18 04:00:00+00,Framingham/Worcester,3714,3894
2021/08/14 04:00:00+00,Providence/Stoughton,2720,3895
2021/09/05 04:00:00+00,Greenbush,272,3896
2021/08/24 04:00:00+00,Franklin/Foxboro,3569,3897
2021/08/24 04:00:00+00,Middleborough/Lakeville,2408,3898
2021/08/24 04:00:00+00,Lowell,3830,3899
2021/08/24 04:00:00+00,Haverhill,3033,3900
2021/08/24 04:00:00+00,Kingston,2037,3901
2021/08/24 04:00:00+00,Needham,1245,3902
2021/08/24 04:00:00+00,Fitchburg,3103,3903
2021/08/24 04:00:00+00,Greenbush,1134,3904
2021/08/24 04:00:00+00,Fairmount,1207,3905
2021/08/25 04:00:00+00,Providence/Stoughton,7974,3906
2021/08/25 04:00:00+00,Newburyport/Rockport,6132,3907
2021/08/25 04:00:00+00,Framingham/Worcester,4508,3908
2021/08/25 04:00:00+00,Franklin/Foxboro,3246,3909
2021/08/25 04:00:00+00,Middleborough/Lakeville,2319,3910
2021/08/25 04:00:00+00,Lowell,3384,3911
2021/08/25 04:00:00+00,Haverhill,2393,3912
2021/08/25 04:00:00+00,Kingston,1719,3913
2021/08/25 04:00:00+00,Needham,1410,3914
2021/08/25 04:00:00+00,Fitchburg,2656,3915
2021/08/25 04:00:00+00,Greenbush,1002,3916
2021/08/25 04:00:00+00,Fairmount,1289,3917
2021/08/26 04:00:00+00,Providence/Stoughton,8288,3918
2021/08/26 04:00:00+00,Newburyport/Rockport,7667,3919
2021/08/26 04:00:00+00,Framingham/Worcester,4343,3920
2021/08/26 04:00:00+00,Franklin/Foxboro,3043,3921
2021/08/26 04:00:00+00,Middleborough/Lakeville,2481,3922
2021/08/26 04:00:00+00,Lowell,3893,3923
2021/08/26 04:00:00+00,Haverhill,3237,3924
2021/09/05 04:00:00+00,Fairmount,359,3925
2021/09/06 04:00:00+00,Providence/Stoughton,2347,3926
2021/09/06 04:00:00+00,Newburyport/Rockport,4058,3927
2021/09/06 04:00:00+00,Framingham/Worcester,2381,3928
2021/09/06 04:00:00+00,Franklin/Foxboro,604,3929
2021/09/06 04:00:00+00,Middleborough/Lakeville,863,3930
2021/09/06 04:00:00+00,Lowell,979,3931
2021/09/06 04:00:00+00,Haverhill,931,3932
2021/09/06 04:00:00+00,Kingston,610,3933
2021/09/06 04:00:00+00,Needham,220,3934
2021/09/06 04:00:00+00,Fitchburg,933,3935
2021/09/06 04:00:00+00,Greenbush,236,3936
2021/09/06 04:00:00+00,Fairmount,1128,3937
2021/09/07 04:00:00+00,Providence/Stoughton,8317,3938
2021/09/07 04:00:00+00,Newburyport/Rockport,7135,3939
2021/09/07 04:00:00+00,Framingham/Worcester,4598,3940
2021/09/07 04:00:00+00,Franklin/Foxboro,4002,3941
2021/09/07 04:00:00+00,Middleborough/Lakeville,2731,3942
2021/09/07 04:00:00+00,Lowell,3554,3943
2021/09/07 04:00:00+00,Haverhill,2268,3944
2021/09/07 04:00:00+00,Kingston,2081,3945
2021/09/07 04:00:00+00,Needham,1495,3946
2021/09/07 04:00:00+00,Fitchburg,3124,3947
2021/09/07 04:00:00+00,Greenbush,1973,3948
2021/09/07 04:00:00+00,Fairmount,1387,3949
2021/09/08 04:00:00+00,Providence/Stoughton,8512,3950
2021/08/30 04:00:00+00,Fitchburg,2748,3951
2021/08/30 04:00:00+00,Greenbush,1496,3952
2021/08/30 04:00:00+00,Fairmount,1327,3953
2021/08/31 04:00:00+00,Providence/Stoughton,8004,3954
2021/08/31 04:00:00+00,Newburyport/Rockport,5932,3955
2021/08/31 04:00:00+00,Framingham/Worcester,4132,3956
2021/08/31 04:00:00+00,Franklin/Foxboro,3434,3957
2021/08/31 04:00:00+00,Middleborough/Lakeville,2310,3958
2021/08/31 04:00:00+00,Lowell,3115,3959
2021/08/31 04:00:00+00,Haverhill,2905,3960
2021/08/31 04:00:00+00,Kingston,2066,3961
2021/08/31 04:00:00+00,Needham,1352,3962
2021/08/31 04:00:00+00,Fitchburg,3170,3963
2021/08/31 04:00:00+00,Greenbush,1372,3964
2021/08/31 04:00:00+00,Fairmount,1308,3965
2021/09/01 04:00:00+00,Providence/Stoughton,7817,3966
2021/09/01 04:00:00+00,Newburyport/Rockport,5449,3967
2021/09/01 04:00:00+00,Framingham/Worcester,3790,3968
2021/09/01 04:00:00+00,Franklin/Foxboro,3553,3969
2021/09/01 04:00:00+00,Middleborough/Lakeville,2038,3970
2021/09/01 04:00:00+00,Lowell,2990,3971
2021/09/01 04:00:00+00,Haverhill,2598,3972
2021/09/01 04:00:00+00,Kingston,1690,3973
2021/09/01 04:00:00+00,Needham,1099,3974
2021/09/01 04:00:00+00,Fitchburg,3015,3975
2021/09/01 04:00:00+00,Greenbush,1311,3976
2021/09/01 04:00:00+00,Fairmount,1230,3977
2021/09/02 04:00:00+00,Providence/Stoughton,7858,3978
2021/09/02 04:00:00+00,Newburyport/Rockport,6235,3979
2021/09/02 04:00:00+00,Framingham/Worcester,4100,3980
2021/09/02 04:00:00+00,Franklin/Foxboro,3221,3981
2021/09/02 04:00:00+00,Middleborough/Lakeville,1940,3982
2021/09/02 04:00:00+00,Lowell,3270,3983
2021/09/02 04:00:00+00,Haverhill,2855,3984
2021/09/02 04:00:00+00,Kingston,2040,3985
2021/09/02 04:00:00+00,Needham,1395,3986
2021/09/02 04:00:00+00,Fitchburg,2840,3987
2021/09/02 04:00:00+00,Greenbush,1399,3988
2021/09/02 04:00:00+00,Fairmount,1138,3989
2021/09/03 04:00:00+00,Providence/Stoughton,7539,3990
2021/09/03 04:00:00+00,Newburyport/Rockport,6731,3991
2021/09/03 04:00:00+00,Framingham/Worcester,4422,3992
2021/09/03 04:00:00+00,Franklin/Foxboro,3210,3993
2021/09/03 04:00:00+00,Middleborough/Lakeville,2406,3994
2021/09/03 04:00:00+00,Lowell,3231,3995
2021/09/03 04:00:00+00,Haverhill,2761,3996
2021/09/03 04:00:00+00,Kingston,1956,3997
2021/09/03 04:00:00+00,Needham,1327,3998
2021/09/03 04:00:00+00,Fitchburg,2778,3999
2021/09/03 04:00:00+00,Greenbush,1179,4000
2021/10/07 04:00:00+00,Franklin/Foxboro,3908,4001
2021/10/07 04:00:00+00,Middleborough/Lakeville,3436,4002
2021/10/11 04:00:00+00,Lowell,4362,4003
2021/09/16 04:00:00+00,Lowell,3692,4004
2021/09/20 04:00:00+00,Kingston,2392,4005
2021/09/28 04:00:00+00,Fairmount,1673,4006
2021/09/24 04:00:00+00,Fitchburg,2910,4007
2021/10/07 04:00:00+00,Lowell,5238,4008
2021/10/07 04:00:00+00,Haverhill,2644,4009
2021/10/07 04:00:00+00,Kingston,2752,4010
2021/10/07 04:00:00+00,Needham,2975,4011
2021/10/07 04:00:00+00,Fitchburg,3354,4012
2021/10/07 04:00:00+00,Greenbush,2092,4013
2021/10/07 04:00:00+00,Fairmount,1431,4014
2021/10/08 04:00:00+00,Providence/Stoughton,10097,4015
2021/10/08 04:00:00+00,Newburyport/Rockport,9984,4016
2021/10/08 04:00:00+00,Framingham/Worcester,5984,4017
2021/10/08 04:00:00+00,Franklin/Foxboro,3703,4018
2021/10/08 04:00:00+00,Middleborough/Lakeville,3173,4019
2021/10/08 04:00:00+00,Lowell,4334,4020
2021/10/08 04:00:00+00,Haverhill,2686,4021
2021/10/08 04:00:00+00,Kingston,2362,4022
2021/10/08 04:00:00+00,Needham,2460,4023
2021/10/08 04:00:00+00,Fitchburg,3446,4024
2021/10/08 04:00:00+00,Greenbush,1802,4025
2021/10/08 04:00:00+00,Fairmount,1056,4026
2021/10/09 04:00:00+00,Providence/Stoughton,5004,4027
2021/10/09 04:00:00+00,Newburyport/Rockport,6643,4028
2021/10/09 04:00:00+00,Framingham/Worcester,4330,4029
2021/10/09 04:00:00+00,Franklin/Foxboro,1101,4030
2021/10/09 04:00:00+00,Middleborough/Lakeville,912,4031
2021/10/09 04:00:00+00,Lowell,1300,4032
2021/10/09 04:00:00+00,Haverhill,888,4033
2021/10/09 04:00:00+00,Kingston,471,4034
2021/10/09 04:00:00+00,Needham,227,4035
2021/10/09 04:00:00+00,Fitchburg,1049,4036
2021/10/09 04:00:00+00,Greenbush,278,4037
2021/10/09 04:00:00+00,Fairmount,387,4038
2021/10/10 04:00:00+00,Providence/Stoughton,4239,4039
2021/10/10 04:00:00+00,Newburyport/Rockport,4090,4040
2021/10/10 04:00:00+00,Framingham/Worcester,4390,4041
2021/10/10 04:00:00+00,Franklin/Foxboro,645,4042
2021/10/10 04:00:00+00,Middleborough/Lakeville,856,4043
2021/10/10 04:00:00+00,Lowell,1189,4044
2021/10/10 04:00:00+00,Haverhill,893,4045
2021/10/10 04:00:00+00,Kingston,354,4046
2021/10/03 04:00:00+00,Newburyport/Rockport,4511,4047
2021/10/10 04:00:00+00,Needham,503,4048
2021/10/10 04:00:00+00,Fitchburg,1258,4049
2021/10/10 04:00:00+00,Greenbush,237,4050
2021/10/10 04:00:00+00,Fairmount,791,4051
2021/10/11 04:00:00+00,Providence/Stoughton,7596,4052
2021/10/11 04:00:00+00,Newburyport/Rockport,9258,4053
2021/10/11 04:00:00+00,Framingham/Worcester,12925,4054
2021/10/11 04:00:00+00,Franklin/Foxboro,2373,4055
2021/10/11 04:00:00+00,Middleborough/Lakeville,1642,4056
2021/09/12 04:00:00+00,Franklin/Foxboro,737,4057
2021/09/24 04:00:00+00,Greenbush,1801,4058
2021/09/16 04:00:00+00,Haverhill,2783,4059
2021/09/29 04:00:00+00,Providence/Stoughton,9707,4060
2021/09/20 04:00:00+00,Needham,2469,4061
2021/10/03 04:00:00+00,Framingham/Worcester,2973,4062
2021/09/12 04:00:00+00,Middleborough/Lakeville,1050,4063
2021/09/24 04:00:00+00,Fairmount,1381,4064
2021/09/16 04:00:00+00,Kingston,2561,4065
2021/09/29 04:00:00+00,Newburyport/Rockport,7763,4066
2021/09/20 04:00:00+00,Fitchburg,3297,4067
2021/10/03 04:00:00+00,Franklin/Foxboro,1165,4068
2021/09/12 04:00:00+00,Lowell,1238,4069
2021/09/25 04:00:00+00,Providence/Stoughton,5505,4070
2021/09/16 04:00:00+00,Needham,2770,4071
2021/09/29 04:00:00+00,Framingham/Worcester,5358,4072
2021/09/20 04:00:00+00,Greenbush,1613,4073
2021/10/03 04:00:00+00,Middleborough/Lakeville,840,4074
2021/09/12 04:00:00+00,Haverhill,941,4075
2021/09/25 04:00:00+00,Newburyport/Rockport,4873,4076
2021/09/16 04:00:00+00,Fitchburg,3339,4077
2021/09/29 04:00:00+00,Franklin/Foxboro,3343,4078
2021/09/20 04:00:00+00,Fairmount,1570,4079
2021/10/03 04:00:00+00,Lowell,1312,4080
2021/09/12 04:00:00+00,Kingston,379,4081
2021/09/25 04:00:00+00,Framingham/Worcester,4480,4082
2021/09/16 04:00:00+00,Greenbush,1956,4083
2021/09/29 04:00:00+00,Middleborough/Lakeville,2919,4084
2021/09/21 04:00:00+00,Providence/Stoughton,9869,4085
2021/10/03 04:00:00+00,Haverhill,847,4086
2021/09/12 04:00:00+00,Needham,49,4087
2021/09/25 04:00:00+00,Franklin/Foxboro,1461,4088
2021/09/16 04:00:00+00,Fairmount,1473,4089
2021/09/29 04:00:00+00,Lowell,4734,4090
2021/09/21 04:00:00+00,Newburyport/Rockport,7120,4091
2021/10/03 04:00:00+00,Kingston,497,4092
2021/09/12 04:00:00+00,Fitchburg,1213,4093
2021/09/25 04:00:00+00,Middleborough/Lakeville,842,4094
2021/09/17 04:00:00+00,Providence/Stoughton,9570,4095
2021/09/29 04:00:00+00,Haverhill,2437,4096
2021/09/21 04:00:00+00,Framingham/Worcester,5646,4097
2021/10/03 04:00:00+00,Needham,329,4098
2021/09/12 04:00:00+00,Greenbush,293,4099
2021/09/25 04:00:00+00,Lowell,1369,4100
2021/09/17 04:00:00+00,Newburyport/Rockport,6918,4101
2021/09/29 04:00:00+00,Kingston,2579,4102
2021/09/21 04:00:00+00,Franklin/Foxboro,4206,4103
2021/10/03 04:00:00+00,Fitchburg,1192,4104
2021/09/12 04:00:00+00,Fairmount,293,4105
2021/09/25 04:00:00+00,Haverhill,945,4106
2021/09/17 04:00:00+00,Framingham/Worcester,5219,4107
2021/09/29 04:00:00+00,Needham,2863,4108
2021/09/21 04:00:00+00,Middleborough/Lakeville,2715,4109
2021/10/03 04:00:00+00,Greenbush,189,4110
2021/09/13 04:00:00+00,Providence/Stoughton,9101,4111
2021/09/25 04:00:00+00,Kingston,450,4112
2021/09/17 04:00:00+00,Franklin/Foxboro,3532,4113
2021/09/29 04:00:00+00,Fitchburg,3314,4114
2021/09/21 04:00:00+00,Lowell,3891,4115
2021/10/03 04:00:00+00,Fairmount,467,4116
2021/09/13 04:00:00+00,Newburyport/Rockport,7669,4117
2021/09/13 04:00:00+00,Framingham/Worcester,5323,4118
2021/09/13 04:00:00+00,Franklin/Foxboro,3822,4119
2021/09/13 04:00:00+00,Middleborough/Lakeville,2659,4120
